Query	Subject	% Similarity	E Value
CT_528	CPn0647	71.12	2.9999999999999997e-87
CT_529	CPn0648	72.88	0.019
CT_530	CPn0649	67.6	1e-61
CT_531	CPn0650	69.28	2.9999999999999996e-94
CT_532	CPn0651	74.53	2e-74
CT_533	CPn0652	71.73	2.9999999999999993e-82
CT_534	CPn0653	66.67	5e-19
CT_535	CPn0654	72.73	2e-62
CT_536	CPn0655	69.25	9.999999999999997e-80
CT_537	CPn0657	82.93	7e-05
CT_538	CPn0658	76.29	8.999999999999998e-151
CT_t22	CPnt22	96.43	2e-34
CT_539	CPn0659	68.11	2.9999999999999997e-20
CT_540	CPn0660	71.52	1e-39
CT_541	CPn0661	72.38	5.999999999999998e-84
CT_542	CPn0662	72.61	0.0
CT_543	CPn0663	67.19	1.9999999999999995e-104
CT_544	CPn0665	72.74	0.0
CT_545	CPn0666	69.61	0.0
CT_546	CPn0667	65.45	1e-23
CT_547	CPn0944	100.0	0.86
CT_547	CPn0540	100.0	0.86
CT_547	CPn0516	100.0	0.86
CT_547	CPn0186	85.71	0.86
CT_548	CPn0669	72.43	8.999999999999999e-36
CT_549	CPn0670	68.42	5.0000000000000005e-12
CT_550	CPn0671	69.41	1e-13
CT_551	CPn0672	66.92	8e-46
CT_552	CPn0180	91.3	0.028999999999999998
CT_553	CPn0674	69.27	6e-16
CT_554	CPn0836	63.7	1.0000000000000001e-24
CT_555	CPn0835	66.54	0.0
CT_556	CPn0834	76.42	3e-41
CT_557	CPn0833	69.1	3.999999999999999e-152
CT_558	CPn0832	68.76	2.9999999999999995e-70
CT_559	CPn0828	76.49	3.999999999999999e-151
CT_560	CPn0827	65.95	7e-52
CT_561	CPn0826	65.84	2e-33
CT_562	CPn0825	76.87	3.9999999999999987e-144
CT_563	CPn0824	76.84	1.9999999999999998e-54
CT_564	CPn0823	68.78	8.999999999999998e-89
CT_565	CPn0822	65.59	3e-15
CT_566	CPn0821	72.57	6e-22
CT_567	CPn0238	100.0	0.13
CT_568	CPn1046	80.56	0.4
CT_568	CPn0819	90.48	0.4
CT_569	CPn0818	73.93	1e-49
CT_570	CPn0817	67.07	3e-27
CT_571	CPn0816	70.7	9.999999999999997e-129
CT_572	CPn0815	67.47	1.9999999999999995e-166
CT_573	CPn0814	67.82	5e-11
CT_574	CPn0813	66.53	2e-28
CT_575	CPn0812	66.59	2e-62
CT_576	CPn0811	73.57	1.9999999999999993e-95
CT_577	CPn0752	100.0	0.31
CT_577	CPn0228	91.3	0.31
CT_578	CPn0809	63.9	3e-22
CT_579	CPn0808	66.01	7e-23
CT_580	CPn0807	64.65	1.0000000000000001e-29
CT_581	CPn0806	71.31	0.0
CT_582	CPn0805	73.79	2.999999999999999e-132
CT_583	CPn0804	69.92	5e-60
CT_584	CPn0803	76.36	2e-94
CT_585	CPn0802	72.52	4.9999999999999985e-163
CT_586	CPn0801	72.96	0.0
CT_587	CPn0800	69.29	5.999999999999999e-144
CT_588	CPn0793	66.7	4e-59
CT_589	CPn0792	70.81	6e-19
CT_590	CPn0791	65.41	2.9999999999999994e-57
CT_591	CPn0790	70.52	2.9999999999999994e-81
CT_592	CPn0789	73.18	0.0
CT_593	CPn0788	71.21	2e-12
CT_594	CPn0787	67.79	2e-46
CT_595	CPn0786	67.13	2.999999999999999e-92
CT_596	CPn0785	72.53	1.9999999999999995e-102
CT_597	CPn0056	91.3	0.35
CT_598	CPn0783	85.0	8e-06
CT_599	CPn0782	68.85	1.9999999999999996e-99
CT_600	CPn0781	72.89	5.999999999999999e-70
CT_601	CPn0851	100.0	1.9
CT_602	CPn0779	67.36	4e-26
CT_603	CPn0778	65.98	2.9999999999999995e-36
CT_t23	CPnt30	94.59	5e-27
CT_604	CPn0777	73.0	0.0008
CT_605	CPn0776	71.43	7.999999999999999e-91
CT_606	CPn0775	66.08	9.000000000000001e-30
CT_606.1	CPn0728	83.33	0.057999999999999996
CT_607	CPn0773	72.52	9.999999999999998e-81
CT_608	CPn0772	65.26	1.9999999999999995e-100
CT_609	CPn0771	72.05	5e-18
CT_610	CPn0761	66.86	4e-35
CT_611	CPn0760	68.95	4e-48
CT_612	CPn0759	75.34	1.0000000000000001e-21
CT_613	CPn0758	66.36	2.9999999999999997e-20
CT_614	CPn0757	70.12	1e-12
CT_615	CPn0756	80.1	0.0
CT_616	CPn0755	74.71	1e-25
CT_617	CPn0754	70.21	4e-12
CT_618	CPn0999	100.0	0.71
CT_618	CPn0246	94.74	0.71
CT_618	CPn0150	100.0	0.71
CT_619	CPn0727	77.67	4e-16
CT_620	CPn0726	63.74	7e-32
CT_621	CPn0726	77.06	9e-31
CT_622	CPn0728	80.0	2e-05
CT_623	CPn0729	66.87	2.999999999999999e-84
CT_624	CPn0730	66.28	2.9999999999999994e-79
CT_625	CPn0732	68.29	1.9999999999999998e-78
CT_626	CPn0733	75.91	2e-126
CT_627	CPn0734	73.41	1.9999999999999994e-147
CT_628	CPn0555	90.48	0.78
CT_630	CPn0750	71.26	3e-30
CT_631	CPn0741	100.0	0.22
CT_631	CPn0420	100.0	0.22
CT_t24	CPnt29	98.65	7e-32
CT_632	CPn0746	69.75	0.0
CT_633	CPn0744	66.59	1e-55
CT_634	CPn0743	66.49	9.999999999999999e-90
CT_635	CPn0742	75.0	9.999999999999998e-77
CT_636	CPn0741	67.79	2.9999999999999993e-74
CT_t25	CPnt28	98.63	1.9999999999999997e-31
CT_637	CPn0740	66.03	7.000000000000001e-22
CT_638	CPn0739	71.36	7.000000000000001e-26
CT_639	CPn0738	76.84	1e-30
CT_640	CPn0737	67.61	1e-18
CT_641	CPn0736	67.19	2e-88
CT_642	CPn0770	68.68	5e-41
CT_643	CPn0769	69.57	0.0
CT_644	CPn0768	68.65	4.999999999999999e-99
CT_645	CPn0767	67.45	2.9999999999999997e-20
CT_646	CPn0766	74.75	2e-10
CT_647	CPn1059	91.3	0.042
CT_648	CPn0764	70.45	5e-62
CT_649	CPn1073	84.62	0.47
CT_650	CPn0762	76.56	0.0
CT_651	CPn0751	78.85	8e-05
CT_652	CPn0752	78.45	1.0000000000000001e-20
CT_652.1	CPn0063	88.0	0.042
CT_653	CPn0723	74.72	1.9999999999999993e-134
CT_654	CPn0911	94.44	1.5
CT_654	CPn0109	100.0	1.5
CT_655	CPn0721	68.42	5e-60
CT_t26	CPnt27	95.89	1e-28
CT_656	CPn0717	68.29	4.0000000000000004e-11
CT_657	CPn0719	90.48	0.27
CT_658	CPn0719	70.9	9.999999999999998e-88
CT_659	CPn0720	73.48	2e-34
CT_660	CPn0716	70.48	1.9999999999999994e-162
CT_661	CPn0715	69.48	0.0
CT_662	CPn0714	76.64	6e-22
CT_663	CPn0713	67.4	3e-15
CT_664	CPn0712	69.97	0.0
CT_665	CPn0711	71.94	1e-30
CT_666	CPn0710	79.25	1e-55
CT_667	CPn0709	71.36	3e-59
CT_668	CPn0708	68.85	2e-50
CT_669	CPn0707	77.43	0.0
CT_670	CPn0706	78.0	1.9999999999999997e-112
CT_671	CPn0705	64.89	9.000000000000001e-13
CT_672	CPn0704	75.24	9.000000000000001e-14
CT_673	CPn0703	73.64	1e-13
CT_674	CPn0702	73.14	0.0
CT_t27	CPnt26	97.26	3e-30
CT_675	CPn0701	70.71	2e-09
CT_676	CPn0700	78.72	3e-16
CT_t28	CPnt25	95.89	1e-28
CT_t29	CPnt24	100.0	5e-34
CT_677	CPn0699	69.57	2e-55
CT_678	CPn0698	71.4	2.999999999999999e-68
CT_679	CPn0697	67.76	2.9999999999999994e-69
CT_680	CPn0696	68.3	3.999999999999999e-67
CT_t30	CPnt23	100.0	7e-32
CT_681	CPn0695	69.28	2.9999999999999993e-128
CT_682	CPn0694	68.43	1.9999999999999996e-98
CT_683	CPn0693	72.91	3.999999999999999e-157
CT_684	CPn0692	73.08	0.0
CT_685	CPn0691	67.09	7.999999999999999e-32
CT_686	CPn0695	86.21	0.025
CT_687	CPn0689	65.01	2e-36
CT_688	CPn0684	71.54	1.9999999999999994e-71
CT_689	CPn0683	66.84	9e-57
CT_690	CPn0682	68.87	2e-58
CT_691	CPn0007	95.0	0.17
CT_692	CPn0680	71.1	9.000000000000002e-59
CT_693	CPn0679	67.92	2.9999999999999997e-115
CT_694	CPn0689	91.3	0.07200000000000001
CT_694	CPn0176	88.46	0.07200000000000001
CT_695	CPn0256	92.31	0.025
CT_696	CPn0675	71.64	0.025
CT_696	CPn0675	68.93	0.025
CT_697	CPn0837	69.76	2.9999999999999994e-61
CT_698	CPn0838	67.45	2.9999999999999997e-96
CT_699	CPn0839	78.12	9.000000000000001e-07
CT_700	CPn0840	64.8	2e-60
CT_701	CPn0841	75.95	0.0
CT_702	CPn0968	100.0	1.6
CT_702	CPn0344	84.0	1.6
CT_702	CPn0191	94.44	1.6
CT_702	CPn0021	86.96	1.6
CT_703	CPn0844	69.06	9.999999999999999e-84
CT_704	CPn0845	70.13	5.9999999999999986e-74
CT_705	CPn0846	75.47	0.0
CT_706	CPn0847	78.31	6.999999999999997e-139
CT_707	CPn0848	68.06	2.999999999999999e-84
CT_t31	CPnt31	98.61	7.999999999999999e-31
CT_708	CPn0849	74.66	0.0
CT_709	CPn0850	79.98	0.0
CT_710	CPn0851	74.42	0.0
CT_711	CPn0852	70.39	9.999999999999999e-16
CT_712	CPn0853	71.97	1e-30
CT_713	CPn0854	68.57	1e-55
CT_714	CPn0855	68.74	3.9999999999999993e-106
CT_715	CPn0856	67.52	5.9999999999999986e-93
CT_716	CPn0857	79.17	5e-05
CT_717	CPn0858	68.43	3.999999999999999e-121
CT_718	CPn0859	64.67	5.9999999999999995e-12
CT_719	CPn0860	77.0	2e-10
CT_720	CPn0861	65.58	1.0000000000000001e-29
CT_721	CPn0862	83.33	0.002
CT_722	CPn0863	73.04	2.999999999999999e-106
CT_723	CPn0864	73.2	6.999999999999998e-108
CT_724	CPn0965	90.91	0.13
CT_724	CPn0868	100.0	0.13
CT_725	CPn0866	75.36	2e-06
CT_726	CPn0867	70.12	3.9999999999999995e-114
CT_727	CPn0868	68.08	0.0
CT_728	CPn0869	67.62	3e-17
CT_729	CPn0870	70.36	1.9999999999999997e-161
CT_730	CPn0871	76.19	7.999999999999999e-15
CT_731	CPn0872	66.78	3.9999999999999994e-83
CT_732	CPn0873	67.97	2e-37
CT_733	CPn0874	64.98	2e-61
CT_734	CPn0875	74.38	2.999999999999999e-68
CT_735	CPn0876	65.71	2.9999999999999994e-78
CT_736	CPn0877	69.28	1e-45
CT_737	CPn0878	71.4	1e-59
CT_738	CPn0879	69.51	5.999999999999999e-78
CT_739	CPn0880	74.89	0.0
CT_t32	CPnt32	95.95	4.0000000000000003e-29
CT_r01	CPnr01	93.75	0.0
CT_r02	CPnr02	93.06	0.0
CT_r03	CPnr03	91.3	5.999999999999999e-42
CT_740	CPn0883	72.2	0.0
CT_741	CPn0884	75.92	2.9999999999999995e-45
CT_742	CPn0885	64.26	2e-48
CT_743	CPn0886	80.46	8e-41
CT_744	CPn0887	74.14	0.015
CT_745	CPn0888	64.64	1e-13
CT_746	CPn0889	66.39	3.999999999999999e-96
CT_747	CPn0890	66.84	9e-39
CT_748	CPn0891	72.26	0.0
CT_749	CPn0892	70.64	0.0
CT_r04	CPnr01	93.75	0.0
CT_r05	CPnr02	93.18	0.0
CT_r06	CPnr03	91.3	5.999999999999999e-42
CT_750	CPn0893	69.72	0.0
CT_751	CPn0894	72.67	9.999999999999998e-81
CT_752	CPn0895	78.32	9.999999999999997e-135
CT_753	CPn1039	100.0	0.66
CT_753	CPn0342	90.91	0.66
CT_753	CPn0115	94.44	0.66
CT_754	CPn0897	64.4	1.0000000000000001e-11
CT_755	CPn0134	87.1	0.003
CT_t33	CPnt33	98.59	3e-30
CT_756	CPn0899	66.22	3.9999999999999997e-32
CT_757	CPn0900	66.11	9e-20
CT_758	CPn0901	67.92	9.000000000000001e-15
CT_759	CPn0884	87.1	0.19
CT_760	CPn0903	69.8	1.9999999999999995e-135
CT_761	CPn0904	74.59	6e-16
CT_762	CPn0905	64.95	2e-65
CT_763	CPn0906	70.61	9e-28
CT_764	CPn0375	90.91	0.21
CT_765	CPn0542	100.0	0.29
CT_766	CPn0910	66.36	1.9999999999999997e-66
CT_767	CPn0911	70.3	2.9999999999999997e-115
CT_768	CPn0912	68.69	4e-40
CT_769	CPn0915	72.22	2.9999999999999997e-52
CT_770	CPn0916	75.38	0.0
CT_771	CPn0917	73.72	5e-76
CT_772	CPn0918	72.92	3.999999999999999e-98
CT_773	CPn0919	69.49	5e-36
CT_774	CPn0920	64.19	2e-10
CT_775	CPn0921	66.07	2.9999999999999997e-44
CT_776	CPn0922	64.17	1e-40
CT_777	CPn0521	88.46	0.084
CT_778	CPn0924	67.19	2.9999999999999996e-112
CT_779	CPn0925	70.89	0.004
CT_780	CPn0926	65.57	1e-14
CT_781	CPn0931	72.73	0.0
CT_782	CPn0932	70.79	2.9999999999999995e-123
CT_783	CPn0933	67.73	1.0000000000000001e-24
CT_784	CPn0934	66.38	2.0000000000000002e-11
CT_785	CPn0935	78.26	3e-27
CT_786	CPn0936	80.43	5e-31
CT_787	CPn0937	81.05	4.999999999999999e-80
CT_788	CPn0938	78.57	1e-08
CT_789	CPn0959	94.44	0.74
CT_789	CPn0900	90.0	0.74
CT_789	CPn0241	100.0	0.74
CT_790	CPn0939	76.96	1.9999999999999995e-80
CT_791	CPn0940	66.72	2e-94
CT_792	CPn0941	66.88	0.0
CT_793	CPn1059	95.0	0.066
CT_794	CPn0942	68.02	3.999999999999999e-103
CT_794.1	CPn0444	100.0	0.86
CT_794.1	CPn0321	90.0	0.86
CT_795	CPn0945	81.25	0.12
CT_796	CPn0946	66.79	1.9999999999999996e-180
CT_797	CPn0947	70.8	1.9999999999999997e-51
CT_798	CPn0948	74.06	2.9999999999999998e-33
CT_t34	CPnt34	98.61	7.999999999999999e-31
CT_799	CPn0949	74.19	7.999999999999998e-100
CT_800	CPn0098	100.0	0.14
CT_801	CPn0951	78.04	4.999999999999999e-74
CT_802	CPn0952	79.12	9e-57
CT_803	CPn0953	71.53	2e-37
CT_804	CPn0954	88.89	0.018000000000000002
CT_804	CPn0815	95.45	0.018000000000000002
CT_805	CPn0956	66.51	8.999999999999998e-72
CT_806	CPn0957	67.62	1.9999999999999997e-51
CT_807	CPn0958	69.13	4.999999999999999e-93
CT_808	CPn0959	75.1	0.0
CT_809	CPn0439	94.74	0.27
CT_809	CPn0241	87.5	0.27
CT_809	CPn0109	100.0	0.27
CT_810	CPn1022	94.74	0.15
CT_811	CPn0962	68.07	1e-62
CT_812	CPn0963	82.61	2e-05
CT_813	CPn0631	100.0	0.2
CT_813	CPn0471	100.0	0.2
CT_814	CPn0505	100.0	1.2
CT_814.1	CPn0581	87.5	0.31
CT_815	CPn0967	71.99	0.0
CT_816	CPn0968	65.18	9.999999999999997e-97
CT_817	CPn0970	64.74	9e-46
CT_817	CPn0969	64.74	9e-46
CT_818	CPn0970	65.8	5e-24
CT_818	CPn0969	65.8	5e-24
CT_819	CPn0971	68.27	5e-66
CT_820	CPn0972	64.29	2e-34
CT_821	CPn0973	68.62	3.9999999999999995e-114
CT_822	CPn0974	72.34	2.9999999999999994e-114
CT_823	CPn0979	72.87	0.0
CT_824	CPn0981	67.87	0.0
CT_825	CPn0982	69.4	8e-85
CT_826	CPn0983	69.48	9.999999999999998e-81
CT_827	CPn0984	70.8	0.0
CT_828	CPn0985	75.43	0.0
CT_829	CPn0986	70.07	1.9999999999999998e-32
CT_t35	CPnt35	100.0	2e-33
CT_830	CPn0898	94.74	0.52
CT_831	CPn0988	66.1	1e-16
CT_832	CPn0989	80.0	5e-07
CT_833	CPn0990	74.62	3.9999999999999996e-97
CT_834	CPn0991	84.1	2e-56
CT_835	CPn0992	77.81	2.9999999999999994e-78
CT_836	CPn0993	74.24	2.999999999999999e-121
CT_t36	CPnt36	100.0	6.999999999999999e-39
CT_837	CPn0994	65.52	1e-85
CT_838	CPn0995	65.42	1e-56
CT_839	CPn0996	70.88	4.999999999999999e-137
CT_840	CPn0997	73.12	3e-25
CT_841	CPn0998	73.34	0.0
CT_842	CPn0999	71.09	3.999999999999999e-174
CT_843	CPn1000	80.49	4e-61
CT_844	CPn1001	72.99	8.999999999999999e-67
CT_845	CPn0214	94.74	0.24
CT_846	CPn1003	65.07	6e-14
CT_847	CPn1004	67.88	2e-37
CT_848	CPn1005	72.31	2.9999999999999997e-67
CT_849	CPn1006	79.95	8.999999999999999e-92
CT_849.1	CPn0134	94.44	0.54
CT_850	CPn1008	87.88	0.0002
CT_851	CPn1009	72.77	1.9999999999999995e-141
CT_852	CPn1010	66.24	5e-14
CT_853	CPn0690	100.0	0.53
CT_854	CPn1012	70.83	6.999999999999998e-43
CT_855	CPn1013	71.13	0.0
CT_856	CPn1014	73.16	0.0
CT_857	CPn1015	72.9	0.0
CT_858	CPn1016	67.68	5e-51
CT_859	CPn1017	68.47	4e-74
CT_860	CPn0838	100.0	0.11
CT_861	CPn1020	88.89	0.032
CT_862	CPn1021	73.19	4.999999999999999e-65
CT_863	CPn1022	73.93	1.9999999999999997e-73
CT_t37	CPnt37	96.34	2e-33
CT_864	CPn0999	90.48	0.81
CT_864	CPn0599	84.62	0.81
CT_865	CPn0476	82.46	2e-09
CT_866	CPn0475	67.82	3.999999999999999e-155
CT_867	CPn0421	100.0	0.075
CT_868	CPn0924	85.19	0.32
CT_868	CPnt16	88.0	0.32
CT_868	CPn0539	100.0	0.32
CT_869	CPn0540	90.0	0.001
CT_870	CPn0791	91.3	0.23
CT_870	CPn0564	100.0	0.23
CT_870	CPn0018	85.71	0.23
CT_871	CPn0014	77.38	6e-09
CT_872	CPn0444	84.09	1e-05
CT_873	CPn1004	94.44	0.95
CT_873	CPn0395	100.0	0.95
CT_873	CPn0362	94.44	0.95
CT_873	CPn0208	90.0	0.95
CT_874	CPn0976	81.82	0.2
