Query	Subject	% Similarity
TC_RS03990	CTL0761	80.74
TC_RS03995	TC_RS03995	100.0
TC_RS04000	TC_RS04000	100.0
TC_RS04005	TC_RS04005	100.0
TC_RS04010	TC_RS04010	100.0
TC_RS04010	CTL0765	86.31
TC_RS04010	CT_503	85.77
TC_RS04015	CT_t21	100.0
TC_RS04015	CTL_t19	100.0
TC_RS04015	TC_RS04015	100.0
TC_RS04015	CPnt21	97.59
TC_RS04020	TC_RS04020	100.0
TC_RS04020	CTL0766	78.65
TC_RS04020	CT_504	78.53
TC_RS04025	TC_RS04025	100.0
TC_RS04025	CTL0767	89.19
TC_RS04025	CT_505	88.89
TC_RS04030	TC_RS04030	100.0
TC_RS04030	CT_506	92.42
TC_RS04030	CTL0768	91.94
TC_RS04030	CPn0625	77.75
TC_RS04035	TC_RS04035	100.0
TC_RS04035	CT_507	89.34
TC_RS04035	CTL0769	89.34
TC_RS04040	TC_RS04040	100.0
TC_RS04040	CT_508	94.49
TC_RS04040	CTL0770	94.24
TC_RS04045	TC_RS04045	100.0
TC_RS04045	CT_509	95.93
TC_RS04045	CTL0771	95.12
TC_RS04050	TC_RS04050	100.0
TC_RS04050	CT_510	86.34
TC_RS04050	CTL0772	86.32
TC_RS04055	TC_RS04055	100.0
TC_RS04055	CTL0773	91.03
TC_RS04055	CT_511	90.57
TC_RS04060	TC_RS04060	100.0
TC_RS04060	CTL0774	95.58
TC_RS04060	CT_512	95.38
TC_RS04065	TC_RS04065	100.0
TC_RS04065	CT_513	93.82
TC_RS04065	CTL0775	93.55
TC_RS04070	TC_RS04070	100.0
TC_RS04070	CTL0776	93.3
TC_RS04070	CT_514	92.75
TC_RS04075	TC_RS04075	100.0
TC_RS04075	CTL0777	93.03
TC_RS04075	CT_515	92.54
TC_RS04080	TC_RS04080	100.0
TC_RS04080	CTL0778	92.08
TC_RS04080	CT_516	91.53
TC_RS04085	TC_RS04085	100.0
TC_RS04085	CTL0779	97.32
TC_RS04085	CT_517	96.73
TC_RS04090	TC_RS04090	100.0
TC_RS04095	TC_RS04095	100.0
TC_RS04095	CT_519	94.05
TC_RS04095	CTL0781	94.05
TC_RS04100	TC_RS04100	100.0
TC_RS04100	CT_520	96.35
TC_RS04100	CTL0782	95.43
TC_RS04105	TC_RS04105	100.0
TC_RS04105	CTL0783	96.88
TC_RS04105	CT_521	96.64
TC_RS04105	CPn0640	81.97
TC_RS04110	TC_RS04110	100.0
TC_RS04110	CTL0784	91.25
TC_RS04110	CT_522	90.8
TC_RS04115	TC_RS04115	100.0
TC_RS04115	CTL0785	89.88
TC_RS04115	CT_523	89.58
TC_RS04120	TC_RS04120	100.0
TC_RS04120	CT_524	97.75
TC_RS04120	CTL0786	97.75
TC_RS04125	TC_RS04125	100.0
TC_RS04125	CT_525	90.2
TC_RS04125	CTL0787	90.08
TC_RS04130	TC_RS04130	100.0
TC_RS04130	CTL0788	90.18
TC_RS04130	CT_526	89.58
TC_RS04135	TC_RS04135	100.0
TC_RS04135	CT_527	88.19
TC_RS04135	CTL0789	87.74
TC_RS04140	TC_RS04140	100.0
TC_RS04140	CTL0790	92.19
TC_RS04140	CT_528	91.89
TC_RS04145	TC_RS04145	100.0
TC_RS04150	TC_RS04150	100.0
TC_RS04155	TC_RS04155	100.0
TC_RS04155	CT_531	87.43
TC_RS04155	CTL0793	87.43
TC_RS04160	TC_RS04160	100.0
TC_RS04165	TC_RS04165	100.0
TC_RS04165	CT_533	85.02
TC_RS04165	CTL0795	84.9
TC_RS04170	TC_RS04170	100.0
TC_RS04170	CTL0796	77.87
TC_RS04170	CT_534	77.81
TC_RS04175	TC_RS04175	100.0
TC_RS04180	TC_RS04180	100.0
TC_RS04180	CTL0798	86.04
TC_RS04180	CT_536	85.9
TC_RS04185	TC_RS04185	100.0
TC_RS04190	TC_RS04190	100.0
TC_RS04190	CT_538	89.82
TC_RS04190	CTL0800	89.54
TC_RS04190	CPn0658	78.18
TC_RS04195	TC_RS04195	100.0
TC_RS04195	CT_t22	100.0
TC_RS04195	CTL_t17	100.0
TC_RS04195	CPnt22	96.43
TC_RS04200	TC_RS04200	100.0
TC_RS04200	CT_539	87.21
TC_RS04200	CTL0801	86.89
TC_RS04205	TC_RS04205	100.0
TC_RS04210	TC_RS04210	100.0
TC_RS04210	CTL0803	82.3
TC_RS04210	CT_541	82.16
TC_RS04215	TC_RS04215	100.0
TC_RS04215	CTL0804	84.99
TC_RS04215	CT_542	84.83
TC_RS04220	TC_RS04220	100.0
TC_RS04220	CTL0805	81.89
TC_RS04220	CT_543	81.81
TC_RS04225	TC_RS04225	100.0
TC_RS04225	CT_544	86.15
TC_RS04225	CTL0806	86.01
TC_RS04230	TC_RS04230	100.0
TC_RS04230	CTL0807	83.04
TC_RS04230	CT_545	82.9
TC_RS04235	TC_RS04235	100.0
TC_RS04240	TC_RS04240	100.0
TC_RS04240	CT_546	85.85
TC_RS04240	CTL0808	85.85
TC_RS04245	TC_RS04245	100.0
TC_RS04245	CT_547	82.88
TC_RS04245	CTL0809	82.78
TC_RS04250	TC_RS04250	100.0
TC_RS04255	TC_RS04255	100.0
TC_RS04260	TC_RS04260	100.0
TC_RS04260	CT_550	85.53
TC_RS04260	CTL0812	85.53
TC_RS04265	TC_RS04265	100.0
TC_RS04265	CTL0813	79.82
TC_RS04270	TC_RS04270	100.0
TC_RS04275	TC_RS04275	100.0
TC_RS04275	CTL0815	79.95
TC_RS04275	CT_553	79.67
TC_RS04280	TC_RS04280	100.0
TC_RS04280	CT_554	79.84
TC_RS04280	CTL0817	79.84
TC_RS04285	TC_RS04285	100.0
TC_RS04290	TC_RS04290	100.0
TC_RS04295	TC_RS04295	100.0
TC_RS04295	CT_557	83.67
TC_RS04295	CTL0820	83.52
TC_RS04300	TC_RS04300	100.0
TC_RS04305	TC_RS04305	100.0
TC_RS04305	CTL0822	82.27
TC_RS04305	CT_559	82.22
TC_RS04310	TC_RS04310	100.0
TC_RS04310	CTL0823	82.08
TC_RS04310	CT_560	81.84
TC_RS04835	TC_RS04835	100.0
TC_RS04315	TC_RS04315	100.0
TC_RS04840	TC_RS04840	100.0
TC_RS04325	TC_RS04325	100.0
TC_RS04325	CT_563	86.32
TC_RS04325	CTL0826	86.32
TC_RS04330	TC_RS04330	100.0
TC_RS04335	TC_RS04335	100.0
TC_RS04340	TC_RS04340	100.0
TC_RS04340	CT_566	75.78
TC_RS04340	CTL0829	75.78
TC_RS04345	TC_RS04345	100.0
TC_RS04350	TC_RS04350	100.0
TC_RS04355	TC_RS04355	100.0
TC_RS04360	TC_RS04360	100.0
TC_RS04365	TC_RS04365	100.0
TC_RS04370	TC_RS04370	100.0
TC_RS04375	TC_RS04375	100.0
TC_RS04380	TC_RS04380	100.0
TC_RS04380	CTL0837	79.2
TC_RS04380	CT_574	79.13
TC_RS04385	TC_RS04385	100.0
TC_RS04390	TC_RS04390	100.0
TC_RS04390	CTL0839	86.27
TC_RS04390	CT_576	85.62
TC_RS04395	TC_RS04395	100.0
TC_RS04400	TC_RS04400	100.0
TC_RS04400	CT_578	82.39
TC_RS04400	CTL0841	82.05
TC_RS04405	TC_RS04405	100.0
TC_RS04405	CT_579	78.24
TC_RS04405	CTL0842	78.16
TC_RS04410	TC_RS04410	100.0
TC_RS04410	CTL0843	79.76
TC_RS04410	CT_580	79.52
TC_RS04415	TC_RS04415	100.0
TC_RS04415	CT_581	83.02
TC_RS04415	CTL0844	82.86
TC_RS04420	TC_RS04420	100.0
TC_RS04420	CT_582	86.85
TC_RS04420	CTL0845	86.72
TC_RS04425	TC_RS04425	100.0
TC_RS04425	CTL0846	83.16
TC_RS04425	CT_583	82.91
TC_RS04425	TC_RS04430	100.0
TC_RS04430	TC_RS04430	100.0
TC_RS04430	CPn0803	76.94
TC_RS04430	TC_RS04425	100.0
TC_RS04435	TC_RS04435	100.0
TC_RS04440	TC_RS04440	100.0
TC_RS04440	CT_586	81.4
TC_RS04440	CTL0849	81.4
TC_RS04445	TC_RS04445	100.0
TC_RS04450	TC_RS04450	100.0
TC_RS04450	CT_588	80.04
TC_RS04450	CTL0851	79.99
TC_RS04455	TC_RS04455	100.0
TC_RS04460	TC_RS04460	100.0
TC_RS04460	CT_590	79.7
TC_RS04460	CTL0853	79.63
TC_RS04465	TC_RS04465	100.0
TC_RS04470	TC_RS04470	100.0
TC_RS04475	TC_RS04475	100.0
TC_RS04480	TC_RS04480	100.0
TC_RS04480	CTL0858	81.27
TC_RS04485	TC_RS04485	100.0
TC_RS04490	TC_RS04490	100.0
TC_RS04490	CT_596	85.26
TC_RS04490	CTL0860	85.26
TC_RS04495	TC_RS04495	100.0
TC_RS04500	TC_RS04500	100.0
TC_RS04500	CTL0861A	77.02
TC_RS04500	CT_598	76.52
TC_RS04505	TC_RS04505	100.0
TC_RS04505	CT_599	84.41
TC_RS04505	CTL0862	84.41
TC_RS04510	TC_RS04510	100.0
TC_RS04510	CTL0863	87.83
TC_RS04510	CT_600	87.48
TC_RS04515	TC_RS04515	100.0
TC_RS04515	CTL0864	81.61
TC_RS04515	CT_601	81.44
TC_RS04520	TC_RS04520	100.0
TC_RS04520	CT_602	81.17
TC_RS04520	CTL0865	80.71
TC_RS04525	TC_RS04525	100.0
TC_RS04530	CTL_t05	100.0
TC_RS04530	TC_RS04530	100.0
TC_RS04530	CT_t23	98.63
TC_RS04530	CPnt30	95.95
TC_RS04535	TC_RS04535	100.0
TC_RS04540	TC_RS04540	100.0
TC_RS04540	CT_605	80.92
TC_RS04540	CTL0868	80.75
TC_RS04545	TC_RS04545	100.0
TC_RS04550	TC_RS04550	100.0
TC_RS04555	TC_RS04555	100.0
TC_RS04555	CTL0871	84.35
TC_RS04555	CT_607	84.06
TC_RS04560	TC_RS04560	100.0
TC_RS04560	CTL0872	83.39
TC_RS04560	CT_608	83.23
TC_RS04565	TC_RS04565	100.0
TC_RS04565	CT_609	77.88
TC_RS04565	CTL0873	77.8
TC_RS04570	TC_RS04570	100.0
TC_RS04575	TC_RS04575	100.0
TC_RS04575	TC_RS04580	100.0
TC_RS04580	TC_RS04580	100.0
TC_RS04580	TC_RS04575	100.0
TC_RS04585	TC_RS04585	100.0
TC_RS04590	TC_RS04590	100.0
TC_RS04595	TC_RS04595	100.0
TC_RS04595	CT_615	87.06
TC_RS04595	CTL0879	86.95
TC_RS04595	CPn0756	79.88
TC_RS04600	TC_RS04600	100.0
TC_RS04600	CT_616	81.43
TC_RS04600	CTL0880	82.31
TC_RS04600	TC_RS04605	100.0
TC_RS04605	TC_RS04605	100.0
TC_RS04605	TC_RS04600	100.0
TC_RS04610	TC_RS04610	100.0
TC_RS04610	CT_617	92.59
TC_RS04610	CTL0881	92.59
TC_RS04615	TC_RS04615	100.0
TC_RS04620	TC_RS04620	100.0
TC_RS04625	TC_RS04625	100.0
TC_RS04630	TC_RS04630	100.0
TC_RS04630	CT_621	74.72
TC_RS04630	CTL0885	74.67
TC_RS04635	TC_RS04635	100.0
TC_RS04640	TC_RS04640	100.0
TC_RS04845	TC_RS04845	100.0
TC_RS04645	TC_RS04645	100.0
TC_RS04650	TC_RS04650	100.0
TC_RS04655	TC_RS04655	100.0
TC_RS04655	CT_626	88.73
TC_RS04655	CTL0890	88.25
TC_RS04660	TC_RS04660	100.0
TC_RS04660	CT_627	84.33
TC_RS04660	CTL0891	84.33
TC_RS04665	TC_RS04665	100.0
TC_RS04670	TC_RS04670	100.0
TC_RS04670	CTL0893	83.25
TC_RS04675	TC_RS04675	100.0
TC_RS04680	TC_RS04680	100.0
TC_RS04685	CT_t24	100.0
TC_RS04685	CTL_t25	100.0
TC_RS04685	TC_RS04685	100.0
TC_RS04685	CPnt29	98.65
TC_RS04690	TC_RS04690	100.0
TC_RS04690	CPn0746	72.13
CPn0001	CPn0001	100.0
CPn0002	CPn0002	100.0
CPn0003	CPn0003	100.0
CPn0004	CPn0004	100.0
CPn0005	CPn0005	100.0
CPn0006	CPn0006	100.0
CPn0007	CPn0007	100.0
CPn0007	CPn0007	97.57
CPn0007	CPn0007	97.57
CPn0007	CPn0007	94.17
CPn0007	CPn0007	94.17
CPn0008	CPn0008	100.0
CPn0009	CPn0009	100.0
CPn0010.1	CPn0010.1	100.0
CPn0010.1	CPn1054	99.95
CPn0010.1	CPn1055	79.6
CPn0010.1	CPn0045	76.42
CPn0010.1	CPn0043	81.08
CPn0010.1	CPn0041	96.36
CPn0012	CPn0012	100.0
CPn0013	CPn0013	100.0
CPn0014	CPn0014	100.0
CPn0016	CPn0016	100.0
CPn0018	CPn0018	100.0
CPn0020	CPn0020	100.0
CPn0021	CPn0021	100.0
CPn0022	CPn0022	100.0
CPn0023	CPn0023	100.0
CPn0024	CPn0024	100.0
CPn0025	CPn0025	100.0
CPn0026	CPn0026	100.0
CPn0027	CPn0027	100.0
CPn0028	CPn0028	100.0
CPn0029	CPn0029	100.0
CPn0030	CPn0030	100.0
CPn0031	CPn0031	100.0
CPn0032	CPn0032	100.0
CPn0033	CPn0033	100.0
CPn0034	CPn0034	100.0
CPn0035	CPn0035	100.0
CPn0036	CPn0036	100.0
CPn0036	CPn0035	100.0
CPn0037	CPn0037	100.0
CPn0038	CPn0038	100.0
CPn0039	CPn0039	100.0
CPn0040	CPn0040	100.0
CPn0041	CPn0041	100.0
CPn0041	CPn1055	81.57
CPn0041	CPn0045	77.14
CPn0041	CPn0045	84.92
CPn0041	CPn1054	96.36
CPn0041	CPn0010.1	96.36
CPn0042	CPn0042	100.0
CPn0043	CPn0043	100.0
CPn0043	CPn0045	83.67
CPn0043	CPn0045	77.85
CPn0043	CPn1054	75.05
CPn0043	CPn0010.1	81.08
CPn0044	CPn0044	100.0
CPn0044	CPn0045	88.89
CPn0045	CPn0045	100.0
CPn0045	CPn0043	83.67
CPn0045	CPn0043	77.85
CPn0045	CPn0044	88.89
CPn0045	CPn0041	77.14
CPn0045	CPn0041	84.92
CPn0045	CPn1054	76.42
CPn0045	CPn0010.1	76.42
CPn0047	CPn0047	100.0
CPn0048	CPn0048	100.0
CPn0049	CPn0049	100.0
CPn0050	CPn0050	100.0
CPn0051	CPn0051	100.0
CPn0052	CPn0052	100.0
CPn0053	CPn0053	100.0
CPn0053	CPn0054	100.0
CPn0054	CPn0054	100.0
CPn0054	CPn0053	100.0
CPn0055	CPn0055	100.0
CPn0056	CPn0056	100.0
CPn0057	CPn0057	100.0
CPn0058	CPn0058	100.0
CPn0059	CPn0059	100.0
CPn0060	CPn0060	100.0
CPn0061	CPn0061	100.0
CPn0062	CPn0062	100.0
CPn0063	CPn0063	100.0
CPn0064	CPn0064	100.0
CPn0065	CPn0065	100.0
CPn0066	CPn0066	100.0
CPn0067	CPn0067	100.0
CPn0068	CPn0068	100.0
CPn0069	CPn0069	100.0
CPnt01	CPnt01	100.0
CPnt01	CT_t13	91.94
CPnt01	CTL_t21	91.94
CPnt01	TC_RS03050	91.94
CPn0071	CPn0071	100.0
CPn0072	CPn0072	100.0
CPn0073	CPn0073	100.0
CPnt02	CPnt02	100.0
CPnt02	CT_t12	95.83
CPnt02	CTL_t33	95.83
CPnt02	TC_RS03025	95.83
CPn0074	CPn0074	100.0
CPn0074	CT_322	83.5
CPn0074	CTL0574	83.16
CPn0074	TC_RS03020	82.59
CPnt03	CPnt03	100.0
CPnt03	CT_t11	95.71
CPnt03	CTL_t34	95.71
CPnt03	TC_RS03015	95.71
CPn0075	CPn0075	100.0
CPn0076	CPn0076	100.0
CPn0077	CPn0077	100.0
CPn0078	CPn0078	100.0
CPn0079	CPn0079	100.0
CPn0080	CPn0080	100.0
CPn0080	TC_RS02985	82.53
CPn0080	CT_316	83.84
CPn0080	CTL0568	83.84
CPn0081	CPn0081	100.0
CPn0081	TC_RS02980	78.8
CPn0082	CPn0082	100.0
CPn0082	TC_RS02975	79.38
CPn0082	CTL0566	78.8
CPn0082	CT_314	78.76
CPn0083	CPn0083	100.0
CPn0084	CPn0084	100.0
CPn0085	CPn0085	100.0
CPn0086	CPn0086	100.0
CPn0087	CPn0087	100.0
CPn0087	CT_309	71.16
CPn0087	CTL0561	70.86
CPn0088	CPn0088	100.0
CPn0089	CPn0089	100.0
CPn0090	CPn0090	100.0
CPn0091	CPn0091	100.0
CPn0092	CPn0092	100.0
CPn0092	CPn0093	100.0
CPn0093	CPn0093	100.0
CPn0093	CPn0092	100.0
CPn0094	CPn0094	100.0
CPn0095	CPn0095	100.0
CPn0096	CPn0096	100.0
CPn0097	CPn0097	100.0
CPn0098	CPn0098	100.0
CPn0098a	CPn0098a	100.0
CPn0100	CPn0100	100.0
CPn0101	CPn0101	100.0
CPn0102	CPn0102	100.0
CPn0103	CPn0103	100.0
CPn0104	CPn0104	100.0
CPn0105	CPn0105	100.0
CPn0106	CPn0106	100.0
CPn0107	CPn0107	100.0
CPn0108	CPn0108	100.0
CPns01	CPns01	100.0
CPns01	CT_s01	83.02
CPns01	TC_RS04780	83.1
CPn0109	CPn0109	100.0
CPn0109	CT_019	72.3
CPn0109	CTL0274	72.23
CPn0110	CPn0110	100.0
CPn0111	CPn0111	100.0
CPn0112	CPn0112	100.0
CPn0113	CPn0113	100.0
CPn0113	CT_023	78.38
CPn0113	CTL0278	78.43
CPn0114	CPn0114	100.0
CPn0115	CPn0115	100.0
CPn0116	CPn0116	100.0
CPn0117	CPn0117	100.0
CPn0118	CPn0118	100.0
CPn0118	CTL0283	79.06
CPn0118	CT_028	78.76
CPn0119	CPn0119	100.0
CPn0120	CPn0120	100.0
CPn0121	CPn0121	100.0
CPn0122	CPn0122	100.0
CPn0123	CPn0123	100.0
CPn0124	CPn0124	100.0
CPn0125	CPn0125	100.0
CPn0126	CPn0126	100.0
CPn0127	CPn0127	100.0
CPn0128	CPn0128	100.0
CPn0129	CPn0129	100.0
CPnt04	CT_t01	100.0
CPnt04	CTL_t06	100.0
CPnt04	CPnt04	100.0
CPnt04	TC_RS01540	100.0
CPn0131	CPn0131	100.0
CPn0132	CPn0132	100.0
CPn0133	CPn0133	100.0
CPn0134	CPn0134	100.0
CPn0134	CT_110	81.13
CPn0134	CTL0365	81.13
CPn0135	CPn0135	100.0
CPn0136	CPn0136	100.0
CPn0137	CPn0137	100.0
CPn0138	CPn0138	100.0
CPn0139	CPn0139	100.0
CPn0140	CPn0140	100.0
CPn0141	CPn0141	100.0
CPn0143	CPn0143	100.0
CPn0144	CPn0144	100.0
CPn0144	TC_RS02830	75.43
CPn0145	CPn0145	100.0
CPn0146	CPn0146	100.0
CPn0147	CPn0147	100.0
CPn0148	CPn0148	100.0
CPn0149	CPn0149	100.0
CPn0150	CPn0150	100.0
CPn0151	CPn0151	100.0
CPn0152	CPn0152	100.0
CPn0153	CPn0153	100.0
CPn0154	CPn0154	100.0
CPnt05	CT_t08	100.0
CPnt05	CTL_t23	100.0
CPnt05	CPnt05	100.0
CPnt05	TC_RS02410	100.0
CPnt06	CPnt06	100.0
CPnt06	CT_t07	95.95
CPnt06	CTL_t22	95.95
CPnt06	TC_RS02405	95.95
CPn0155	CPn0155	100.0
CPn0156	CPn0156	100.0
CPn0157	CPn0157	100.0
CPn0158	CPn0158	100.0
CPn0159	CPn0159	100.0
CPn0160	CPn0160	100.0
CPn0160	CPn0160	100.0
CPn0160	CPn0160	100.0
CPn0161	CPn0161	100.0
CPn0162	CPn0162	100.0
CPn0163	CPn0163	100.0
CPn0164	CPn0164	100.0
CPn0165	CPn0165	100.0
CPn0165	CPn0169	83.5
CPn0166	CPn0166	100.0
CPn0167	CPn0167	100.0
CPn0168	CPn0168	100.0
CPn0169	CPn0169	100.0
CPn0169	CPn0165	83.5
CPn0170	CPn0170	100.0
CPn0171	CPn0171	100.0
CPn0172	CPn0172	100.0
CPn0173	CPn0173	100.0
CPn0174	CPn0174	100.0
CPn0175	CPn0175	100.0
CPn0176	CPn0176	100.0
CPn0177	CPn0177	100.0
CPn0178	CPn0178	100.0
CPn0179	CPn0179	100.0
CPn0179	CPn0180	100.0
CPn0180	CPn0180	100.0
CPn0180	CPn0181	100.0
CPn0180	CPn0179	100.0
CPn0181	CPn0181	100.0
CPn0181	CPn0180	100.0
CPn0182	CPn0182	100.0
CPn0183	CPn0183	100.0
CPn0184	CPn0184	100.0
CPn0185	CPn0185	100.0
CPn0186	CPn0186	100.0
CPn0187	CPn0187	100.0
CPn0188	CPn0188	100.0
CPn0189	CPn0189	100.0
CPn0190	CPn0190	100.0
CPn0191	CPn0191	100.0
CPn0192	CPn0192	100.0
CPn0193	CPn0193	100.0
CPn0194	CPn0194	100.0
CPn0194	CPn0195	100.0
CPn0194	TC_RS02350	97.96
CPn0195	CPn0195	100.0
CPn0195	CPn0194	100.0
CPn0196	CPn0196	100.0
CPn0197	CPn0197	100.0
CPn0198	CPn0198	100.0
CPn0199	CPn0199	100.0
CPn0200	CPn0200	100.0
CPn0201	CPn0201	100.0
CPn0202	CPn0202	100.0
CPn0203	CPn0203	100.0
CPn0205	CPn0205	100.0
CPn0206	CPn0206	100.0
CPn0207	CPn0207	100.0
CPn0208	CPn0208	100.0
CPn0209	CPn0209	100.0
CPn0210	CPn0210	100.0
CPn0212	CPn0212	100.0
CPn0213	CPn0213	100.0
CPn0214	CPn0214	100.0
CPn0215	CPn0215	100.0
CPn0216	CPn0216	100.0
CPn0217	CPn0217	100.0
CPn0218	CPn0218	100.0
CPn0219	CPn0219	100.0
CPn0219	CTL0445	72.37
CPn0219	CT_193	72.25
CPn0220	CPn0220	100.0
CPn0221	CPn0221	100.0
CPn0222	CPn0222	100.0
CPn0223	CPn0223	100.0
CPn0224	CPn0224	100.0
CPn0225	CPn0225	100.0
CPn0226	CPn0226	100.0
CPn0227	CPn0227	100.0
CPn0228	CPn0228	100.0
CPn0229	CPn0229	100.0
CPn0230	CPn0230	100.0
CPn0231	CPn0231	100.0
CPnt07	CT_t05	100.0
CPnt07	CTL_t14	100.0
CPnt07	CPnt07	100.0
CPnt07	TC_RS02260	100.0
CPnt08	CPnt08	100.0
CPnt08	TC_RS02265	100.0
CPnt08	CT_t06	98.63
CPnt08	CTL_t02	98.63
CPn0232	CPn0232	100.0
CPn0233	CPn0233	100.0
CPn0234	CPn0234	100.0
CPn0235	CPn0235	100.0
CPn0236	CPn0236	100.0
CPn0237	CPn0237	100.0
CPn0238	CPn0238	100.0
CPn0239	CPn0239	100.0
CPn0240	CPn0240	100.0
CPn0241	CPn0241	100.0
CPn0242	CPn0242	100.0
CPn0243	CPn0243	100.0
CPn0244	CPn0244	100.0
CPn0245	CPn0245	100.0
CPn0246	CPn0246	100.0
CPn0247	CPn0247	100.0
CPn0248	CPn0248	100.0
CPn0249	CPn0249	100.0
CPn0250	CPn0250	100.0
CPn0251	CPn0251	100.0
CPn0252	CPn0252	100.0
CPn0254	CPn0254	100.0
CPn0255	CPn0255	100.0
CPn0255	CPn0258	75.64
CPn0256	CPn0256	100.0
CPn0257	CPn0257	100.0
CPn0258	CPn0258	100.0
CPn0258	CPn0255	75.6
CPnt09	CPnt09	100.0
CPnt09	CT_t04	97.59
CPnt09	CTL_t35	97.59
CPnt09	TC_RS02085	97.59
CPnt10	CT_t03	100.0
CPnt10	CTL_t32	100.0
CPnt10	CPnt10	100.0
CPnt10	TC_RS02080	100.0
CPn0260	CPn0260	100.0
CPn0261	CPn0261	100.0
CPn0262	CPn0262	100.0
CPnt11	CT_t10	100.0
CPnt11	CTL_t37	100.0
CPnt11	CPnt11	100.0
CPnt11	TC_RS02500	100.0
CPnt12	CPnt12	100.0
CPnt12	TC_RS02495	98.65
CPnt12	CT_t09	97.3
CPnt12	CTL_t07	97.3
CPn0263	CPn0263	100.0
CPn0264	CPn0264	100.0
CPn0265	CPn0265	100.0
CPn0266	CPn0266	100.0
CPn0266	CPn0267	97.1
CPn0267	CPn0267	100.0
CPn0267	CPn0266	97.1
CPn0268	CPn0268	100.0
CPn0269	CPn0269	100.0
CPn0270	CPn0270	100.0
CPn0271	CPn0271	100.0
CPn0271	CPn0272	100.0
CPn0272	CPn0272	100.0
CPn0272	CPn0271	100.0
CPn0273	CPn0273	100.0
CPn0274	CPn0274	100.0
CPn0275	CPn0275	100.0
CPn0275	TC_RS02315	74.3
CPn0275	CTL0442	75.57
CPn0275	CTL0442	81.92
CPn0275	CT_190	75.45
CPn0275	CT_190	82.29
CPn0276	CPn0276	100.0
CPn0277	CPn0277	100.0
CPn0278	CPn0278	100.0
CPn0279	CPn0279	100.0
CPn0280	CPn0280	100.0
CPn0281	CPn0281	100.0
CPn0282	CPn0282	100.0
CPn0283	CPn0283	100.0
CPn0284	CPn0284	100.0
CPn0285	CPn0285	100.0
CPn0286	CPn0286	100.0
CPn0287	CPn0287	100.0
CPn0288	CPn0288	100.0
CPn0289	CPn0289	100.0
CPn0290	CPn0290	100.0
CPn0291	CPn0291	100.0
CPn0292	CPn0292	100.0
CPn0293	CPn0293	100.0
CPn0293	TC_RS02565	79.34
CPn0294	CPn0294	100.0
CPn0295	CPn0295	100.0
CPn0296	CPn0296	100.0
CPn0297	CPn0297	100.0
CPn0298	CPn0298	100.0
CPn0299	CPn0299	100.0
CPn0300	CPn0300	100.0
CPn0301	CPn0301	100.0
CPn0302	CPn0302	100.0
CPn0303	CPn0303	100.0
CPn0304	CPn0304	100.0
CPn0305	CPn0305	100.0
CPn0306	CPn0306	100.0
CPn0307	CPn0307	100.0
CPn0308	CPn0308	100.0
CPn0309	CPn0309	100.0
CPn0310	CPn0310	100.0
CPn0311	CPn0311	100.0
CPn0312	CPn0312	100.0
CPn0313	CPn0313	100.0
CPn0314	CPn0314	100.0
CPn0315	CPn0315	100.0
CPn0315	CTL0353	80.16
CPn0315	CT_098	79.79
CPn0316	CPn0316	100.0
CPn0316	CPn0317	100.0
CPn0317	CPn0317	100.0
CPn0317	CPn0316	100.0
CPn0318	CPn0318	100.0
CPn0319	CPn0319	100.0
CPn0320	CPn0320	100.0
CPn0321	CPn0321	100.0
CPn0322	CPn0322	100.0
CPn0323	CPn0323	100.0
CPn0323	TC_RS01820	79.63
CPn0324	CPn0324	100.0
CPn0325	CPn0325	100.0
CPn0326	CPn0326	100.0
CPn0327	CPn0327	100.0
CPn0328	CPn0328	100.0
CPn0329	CPn0329	100.0
CPn0330	CPn0330	100.0
CPn0331	CPn0331	100.0
CPn0332	CPn0332	100.0
CPn0333	CPn0333	100.0
CPn0334	CPn0334	100.0
CPn0335	CPn0335	100.0
CPn0335	CPn0336	100.0
CPn0336	CPn0336	100.0
CPn0336	CPn0335	100.0
CPn0337	CPn0337	100.0
CPn0338	CPn0338	100.0
CPn0339	CPn0339	100.0
CPn0342	CPn0342	100.0
CPn0344	CPn0344	100.0
CPn0345	CPn0345	100.0
CPn0346	CPn0346	100.0
CPn0347	CPn0347	100.0
CPn0348	CPn0348	100.0
CPn0349	CPn0349	100.0
CPn0350	CPn0350	100.0
CPn0351	CPn0351	100.0
CPn0351	CT_065	75.29
CPn0351	TC_RS01690	75.03
CPn0351	CTL0321	75.03
CPn0352	CPn0352	100.0
CPn0353	CPn0353	100.0
CPn0354	CPn0354	100.0
CPn0355	CPn0355	100.0
CPn0356	CPn0356	100.0
CPn0358	CPn0358	100.0
CPn0359	CPn0359	100.0
CPn0360	CPn0360	100.0
CPn0361	CPn0361	100.0
CPn0362	CPn0362	100.0
CPn0363	CPn0363	100.0
CPnt13	CPnt13	100.0
CPnt13	CT_t02	98.67
CPnt13	CTL_t26	98.67
CPnt13	TC_RS01660	98.67
CPn0364	CPn0364	100.0
CPn0365	CPn0365	100.0
CPn0366	CPn0366	100.0
CPn0367	CPn0367	100.0
CPn0367	CPn0368	100.0
CPn0368	CPn0368	100.0
CPn0368	CPn0367	100.0
CPn0369	CPn0369	100.0
CPn0369	CPn0370	100.0
CPn0370	CPn0370	100.0
CPn0370	CPn0369	100.0
