muridarum	pneumoniae	trachomatis_434	trachomatis_duw
['TC_RS03840']	['CPnt19']	['CTL_t18']	['CT_t19']
['TC_RS02860']	['CPn0059']	['CTL0544']	['CT_292']
['TC_RS04540']	['CPn0776']	['CTL0868']	['CT_605']
['TC_RS03615']	['CPn0520']	['CTL0690']	['CT_431']
['TC_RS03500']	['CPn0966']	['CTL0667']	['CT_410']
['TC_RS04225']	['CPn0665']	['CTL0806']	['CT_544']
['TC_RS02290']	['CPn0238']	['CTL0437']	['CT_185']
['TC_RS02280']	['CPn0236']	['CTL0435']	['CT_183']
['TC_RS03005']	['CPn0076']	['CTL0572']	['CT_320']
['TC_RS00040']	['CPn0738']	['CTL0007']	['CT_639']
['TC_RS01630']	['CPn0378']	['CTL0310']	['CT_054']
['TC_RS00435']	['CPn0850']	['CTL0078']	['CT_709']
['TC_RS02790']	['CPn0427']	['CTL0530']	['CT_278']
['TC_RS02990']	['CPn0079']	['CTL0569']	['CT_317']
['TC_RS02720']	['CPn0414']	['CTL0517']	['CT_265']
['TC_RS00890']	['CPn0940']	['CTL0159']	['CT_791']
['TC_RS04675']	['CPn0750']	['CTL0894']	['CT_630']
['TC_RS04575']	['CPn0760']	['CTL0875']	['CT_611']
['TC_RS02430']	['CPn0139']	['CTL0463']	['CT_211']
['TC_RS00340']	['CPn0680']	['CTL0061']	['CT_692']
['TC_RS02890']	['CPn0053']	['CTL0550']	['CT_298']
['TC_RS01155']	['CPn0998']	['CTL0213']	['CT_841']
['TC_RS02955']	['CPn0086']	['CTL0562']	['CT_310']
['TC_RS00130']	['CPn0721']	['CTL0024']	['CT_655']
['TC_RS00280']	['CPnt23']	['CTL_t11']	['CT_t30']
['TC_RS01235']	['CPn1014']	['CTL0231']	['CT_856']
['TC_RS00005']	['CPn0744']	['CTL0001']	['CT_633']
['TC_RS03515']	['CPn0540']	['CTL0670']	['CT_413']
['TC_RS01060']	['CPn0979']	['CTL0195']	['CT_823']
['TC_RS01795']	['CPn0328']	['CTL0340']	['CT_085']
['TC_RS02600']	['CPn0300']	['CTL0493']	['CT_241']
['TC_RS02495']	['CPnt12']	['CTL_t07']	['CT_t09']
['TC_RS01145']	['CPn0996']	['CTL0211']	['CT_839']
['TC_RS03015']	['CPnt03']	['CTL_t34']	['CT_t11']
['TC_RS01645']	['CPn0373']	['CTL0313']	['CT_057']
['TC_RS02680']	['CPn0395']	['CTL0509']	['CT_257']
['TC_RS00020']	['CPn0741']	['CTL0004']	['CT_636']
['TC_RS03375']	['CPn0489']	['CTL0642']	['CT_386']
['TC_RS01550']	['CPn0392']	['CTL0294']	['CT_039']
['TC_RS03765']	['CPn0575a']	['CTL0719']	['CT_459']
['TC_RS04215']	['CPn0662']	['CTL0804']	['CT_542']
['TC_RS01560']	['CPn0389']	['CTL0297']	['CT_041']
['TC_RS01190']	['CPn1005']	['CTL0220']	['CT_848']
['TC_RS01255']	['CPn1017']	['CTL0234']	['CT_859']
['TC_RS04645']	['CPn0730']	['CTL0888']	['CT_624']
['TC_RS00365']	['CPn0837']	['CTL0066']	['CT_697']
['TC_RS00575']	['CPn0878']	['CTL0106']	['CT_737']
['TC_RS03575']	['CPn0510']	['CTL0682']	['CT_423']
['TC_RS00455']	['CPn0854']	['CTL0082']	['CT_713']
['TC_RS00630']	['CPn0885']	['CTL0111']	['CT_742']
['TC_RS01210']	['CPn1009']	['CTL0224']	['CT_851']
['TC_RS02375']	['CPn0202']	['CTL0454']	['CT_202']
['TC_RS03565']	['CPn0506']	['CTL0678']	['CT_421']
['TC_RS03800']	['CPnt17']	['CTL_t16']	['CT_t17']
['TC_RS00690']	['CPn0893']	['CTL0119']	['CT_750']
['TC_RS04640']	['CPn0729']	['CTL0887']	['CT_623']
['TC_RS00995']	['CPn0962']	['CTL0182']	['CT_811']
['TC_RS01620']	['CPn0379']	['CTL0309']	['CT_053']
['TC_RS01420']	['CPn0102']	['CTL0268']	['CT_013']
['TC_RS02700']	['CPn0410']	['CTL0513']	['CT_261']
['TC_RS00825']	['CPn0922']	['CTL0145']	['CT_776']
['TC_RS03465']	['CPn0530']	['CTL0660']	['CT_403']
['TC_RS03755']	['CPn0573']	['CTL0717']	['CT_457']
['TC_RS02455']	['CPn0281']	['CTL0467']	['CT_215']
['TC_RS02925']	['CPn0092']	['CTL0556']	['CT_304']
['TC_RS03655']	['CPn0552']	['CTL0698']	['CT_439']
['TC_RS00895']	['CPn0941']	['CTL0160']	['CT_792']
['TC_RS04230']	['CPn0666']	['CTL0807']	['CT_545']
['TC_RS00430']	['CPn0849']	['CTL0077']	['CT_708']
['TC_RS03110']	['CPn0038']	['CTL0590']	['CT_336']
['TC_RS00655']	['CPn0890']	['CTL0116']	['CT_747']
['TC_RS03430']	['CPn0503']	['CTL0652']	['CT_396']
['TC_RS03335']	['CPn0478']	['CTL0634']	['CT_379']
['TC_RS03555']	['CPn0546']	['CTL0677']	['CT_420']
['TC_RS00720']	['CPnt33']	['CTL_t08']	['CT_t33']
['TC_RS02440']	['CPn0141']	['CTL0465']	['CT_213']
['TC_RS02875']	['CPn0056']	['CTL0547']	['CT_295']
['TC_RS02815']	['CPn0434']	['CTL0535']	['CT_283']
['TC_RS04295']	['CPn0833']	['CTL0820']	['CT_557']
['TC_RS01075']	['CPn0983']	['CTL0198']	['CT_826']
['TC_RS01565']	['CPn0388']	['CTL0298']	['CT_042']
['TC_RS00270']	['CPn0697']	['CTL0048']	['CT_679']
['TC_RS03710']	['CPn0564']	['CTL0708a']	['CT_448']
['TC_RS01115']	['CPn0991']	['CTL0206']	['CT_834']
['TC_RS01755']	['CPn0337']	['CTL0332']	['CT_076']
['TC_RS02585']	['CPn0297']	['CTL0490']	['CT_238']
['TC_RS00970']	['CPn0956']	['CTL0174']	['CT_805']
['TC_RS00975']	['CPn0957']	['CTL0175']	['CT_806']
['TC_RS03590']	['CPn0513']	['CTL0685']	['CT_426']
['TC_RS04325']	['CPn0824']	['CTL0826']	['CT_563']
['TC_RS03000']	['CPn0077']	['CTL0571']	['CT_319']
['TC_RS00810']	['CPn0919']	['CTL0142']	['CT_773']
['TC_RS04205']	['CPn0660']	['CTL0802']	['CT_540']
['TC_RS02695']	['CPn0409']	['CTL0512']	['CT_260']
['TC_RS00780']	['CPn0911']	['CTL0136']	['CT_767']
['TC_RS04430']	['CPn0803']	['CTL0847']	['CT_584']
['TC_RS00850']	['CPn0931']	['CTL0150']	['CT_781']
['TC_RS00255']	['CPnt24']	['CTL_t10']	['CT_t29']
['TC_RS04095']	['CPn0638']	['CTL0781']	['CT_519']
['TC_RS02760']	['CPn0421']	['CTL0524']	['CT_272']
['TC_RS00305']	['CPn0691']	['CTL0054']	['CT_685']
['TC_RS03725']	['CPn0567']	['CTL0711']	['CT_451']
['TC_RS03205']	['CPn1059']	['CTL0608']	['CT_354']
['TC_RS04815']	['CPn0508']	['CTL0680']	['CT_421.2']
['TC_RS03705']	['CPn0563']	['CTL0707']	['CT_447']
['TC_RS00325']	['CPn0683']	['CTL0058']	['CT_689']
['TC_RS03455']	['CPn0528']	['CTL0658']	['CT_401']
['TC_RS00930']	['CPnt34']	['CTL_t09']	['CT_t34']
['TC_RS01125']	['CPn0993']	['CTL0208']	['CT_836']
['TC_RS00050']	['CPn0736']	['CTL0009']	['CT_641']
['TC_RS00650']	['CPn0889']	['CTL0115']	['CT_746']
['TC_RS01480']	['CPn0115']	['CTL0280']	['CT_025']
['TC_RS04595']	['CPn0756']	['CTL0879']	['CT_615']
['TC_RS04300']	['CPn0832']	['CTL0821']	['CT_558']
['TC_RS01455']	['CPn0110']	['CTL0275']	['CT_020']
['TC_RS03630']	['CPn0547']	['CTL0693']	['CT_434']
['TC_RS04150']	['CPn0649']	['CTL0792']	['CT_530']
['TC_RS01160']	['CPn0999']	['CTL0214']	['CT_842']
['TC_RS04155']	['CPn0650']	['CTL0793']	['CT_531']
['TC_RS04690']	['CPn0746']	['CTL0897']	['CT_632']
['TC_RS01270']	['CPn1021']	['CTL0237']	['CT_862']
['TC_RS04510']	['CPn0781']	['CTL0863']	['CT_600']
['TC_RS00135']	['CPnt27']	['CTL_t03']	['CT_t26']
['TC_RS00180']	['CPn0712']	['CTL0033']	['CT_664']
['TC_RS02025']	['CPn0189']	['CTL0386']	['CT_131']
['TC_RS03485']	['CPn0534']	['CTL0664']	['CT_407']
['TC_RS04460']	['CPn0791']	['CTL0853']	['CT_590']
['TC_RS03345']	['CPn0482']	['CTL0636']	['CT_381']
['TC_RS03415']	['CPn0500']	['CTL0649']	['CT_393']
['TC_RS01595']	['CPn0382']	['CTL0304']	['CT_048']
['TC_RS01655']	['CPn0364']	['CTL0315']	['CT_059']
['TC_RS02685']	['CPn0396']	['CTL0510']	['CT_258']
['TC_RS02910']	['CPn0095']	['CTL0553']	['CT_301']
['TC_RS02740']	['CPn0418']	['CTL0521']	['CT_269']
['TC_RS00855']	['CPn0932']	['CTL0151']	['CT_782']
['TC_RS04650']	['CPn0732']	['CTL0889']	['CT_625']
['TC_RS02020']	['CPn0191']	['CTL0385']	['CT_130']
['TC_RS00250']	['CPnt25']	['CTL_t20']	['CT_t28']
['TC_RS00560']	['CPn0875']	['CTL0103']	['CT_734']
['TC_RS04750']	['CPn0935']	['CTL0153A']	['CT_785']
['TC_RS03605']	['CPn0518']	['CTL0688']	['CT_429']
['TC_RS03100']	['CPn0040']	['CTL0588']	['CT_334']
['TC_RS03155']	['CPn0027']	['CTL0598']	['CT_344']
['TC_RS03665']	['CPn0555']	['CTL0700']	['CT_441']
['TC_RS02850']	['CPn0061']	['CTL0542']	['CT_290']
['TC_RS03025']	['CPnt02']	['CTL_t33']	['CT_t12']
['TC_RS01080']	['CPn0984']	['CTL0199']	['CT_827']
['TC_RS03395']	['CPn0491']	['CTL0645']	['CT_389']
['TC_RS03495']	['CPn0536']	['CTL0666']	['CT_409']
['TC_RS01230']	['CPn1013']	['CTL0228']	['CT_855']
['TC_RS00570']	['CPn0877']	['CTL0105']	['CT_736']
['TC_RS03960']	['CPn0613']	['CTL0755']	['CT_494']
['TC_RS02035']	['CPn0187']	['CTL0388']	['CT_133']
['TC_RS01640']	['CPn0374']	['CTL0312']	['CT_056']
['TC_RS03535']	['CPn0542']	['CTL0673']	['CT_416']
['TC_RS03805']	['CPn0583']	['CTL0726']	['CT_466']
['TC_RS03185']	['CPn0021']	['CTL0604']	['CT_350']
['TC_RS01510']	['CPn0121']	['CTL0286']	['CT_031']
['TC_RS04520']	['CPn0779']	['CTL0865']	['CT_602']
['TC_RS00760']	['CPn0906']	['CTL0132']	['CT_763']
['TC_RS04360']	['CPn0817']	['CTL0833']	['CT_570']
['TC_RS00035']	['CPn0739']	['CTL0006']	['CT_638']
['TC_RS02140']	['CPn0249']	['CTL0406']	['CT_151']
['TC_RS01845']	['CPn0318']	['CTL0350']	['CT_095']
['TC_RS00725']	['CPn0899']	['CTL0125']	['CT_756']
['TC_RS02935']	['CPn0090']	['CTL0558']	['CT_306']
['TC_RS03370']	['CPn0488']	['CTL0641']	['CT_385']
['TC_RS01665']	['CPn0363']	['CTL0316']	['CT_060']
['TC_RS02845']	['CPn0062']	['CTL0541']	['CT_289']
['TC_RS01435']	['CPn0105']	['CTL0271']	['CT_016']
['TC_RS00490']	['CPn0861']	['CTL0089']	['CT_720']
['TC_RS02060']	['CPn0269']	['CTL0393']	['CT_138']
['TC_RS01940']	['CPn0145']	['CTL0369']	['CT_114']
['TC_RS02660']	['CPn0399']	['CTL0505']	['CT_253']
['TC_RS03530']	['CPn0541']	['CTL0672']	['CT_415']
['TC_RS02415']	['CPn0154']	['CTL0460']	['CT_208']
['TC_RS00550']	['CPn0873']	['CTL0101']	['CT_732']
['TC_RS04545']	['CPn0775']	['CTL0869']	['CT_606']
['TC_RS03610']	['CPn0519']	['CTL0689']	['CT_430']
['TC_RS03220']	['CPnt38']	['CTL_t28']	['CT_t14']
['TC_RS02275']	['CPn0235']	['CTL0434']	['CT_182']
['TC_RS01500']	['CPn0119']	['CTL0284']	['CT_029']
['TC_RS02855']	['CPn0060']	['CTL0543']	['CT_291']
['TC_RS01045']	['CPn0972']	['CTL0192']	['CT_820']
['TC_RS03570']	['CPn0509']	['CTL0681']	['CT_422']
