muridarum	pneumoniae	trachomatis_434	trachomatis_duw
['TC_RS00455']	['CPn0854']	['CTL0082']	['CT_713']
['TC_RS00755']	['CPn0905']	['CTL0131']	['CT_762']
['TC_RS01505']	['CPn0120']	['CTL0285']	['CT_030']
['TC_RS04740']	['CPns02']	['CTL655a']	['CT_398.1']
['TC_RS03415']	['CPn0500']	['CTL0649']	['CT_393']
['TC_RS03900']	['CPn0043', 'CPn0687']	['CTL0743']	['CT_482']
['TC_RS01925']	['CPn0135']	['CTL0366']	['CT_111']
['TC_RS01560']	['CPn0389']	['CTL0297']	['CT_041']
['TC_RS03110']	['CPn0038']	['CTL0590']	['CT_336']
['TC_RS01975']	['CPn0185']	['CTL0376']	['CT_121']
['TC_RS02225']	['CPn0198']	['CTL0427']	['CT_175']
['TC_RS01370']	['CPn0003']	['CTL0258']	['CT_003']
['TC_RS01825']	['CPn0322']	['CTL0346']	['CT_091']
['TC_RS01735']	['CPn0344']	['CTL0328']	['CT_072']
['TC_RS01520']	['CPn0123']	['CTL0288']	['CT_033']
['TC_RS03995']	['CPn0619']	['CTL0762']	['CT_500']
['TC_RS02105']	['CPn0148']	['CTL0400']	['CT_145']
['TC_RS04280']	['CPn0836']	['CTL0817']	['CT_554']
['TC_RS04200']	['CPn0659']	['CTL0801']	['CT_539']
['TC_RS03645']	['CPn0550']	['CTL0696']	['CT_437']
['TC_RS03770']	['CPn0577']	['CTL0720']	['CT_460']
['TC_RS04215']	['CPn0662']	['CTL0804']	['CT_542']
['TC_RS03590']	['CPn0513']	['CTL0685']	['CT_426']
['TC_RS00775']	['CPn0910']	['CTL0135']	['CT_766']
['TC_RS00045']	['CPn0737']	['CTL0008']	['CT_640']
['TC_RS01760']	['CPn0336']	['CTL0333']	['CT_077']
['TC_RS00215']	['CPn0705']	['CTL0040']	['CT_671']
['TC_RS02665']	['CPn0400']	['CTL0506']	['CT_254']
['TC_RS04030']	['CPn0625']	['CTL0768']	['CT_506']
['TC_RS03885']	['CPn0598']	['CTL0740']	['CT_479']
['TC_RS02910']	['CPn0095']	['CTL0553']	['CT_301']
['TC_RS02680']	['CPn0395']	['CTL0509']	['CT_257']
['TC_RS01290']	['CPn1024']	['CTL0243']	['CT_864']
['TC_RS02635']	['CPn0307']	['CTL0500']	['CT_248']
['TC_RS01330']	['CPn0466']	['CTL0249']	['CT_870']
['TC_RS01690']	['CPn0351']	['CTL0321']	['CT_065']
['TC_RS00505']	['CPn0864']	['CTL0092']	['CT_723']
['TC_RS00370']	['CPn0838']	['CTL0067']	['CT_698']
['TC_RS04515']	['CPn0780']	['CTL0864']	['CT_601']
['TC_RS04160']	['CPn0651']	['CTL0794']	['CT_532']
['TC_RS00080']	['CPn0766']	['CTL0014']	['CT_646']
['TC_RS02960']	['CPn0085']	['CTL0563']	['CT_311']
['TC_RS00605']	['CPnr02']	['CTL_r03']	['CT_r05']
['TC_RS01185']	['CPn1004']	['CTL0219']	['CT_847']
['TC_RS03030']	['CPn0073']	['CTL0575']	['CT_323']
['TC_RS04420']	['CPn0805']	['CTL0845']	['CT_582']
['TC_RS01475']	['CPn0114']	['CTL0279']	['CT_024']
['TC_RS00875']	['CPn0937']	['CTL0155']	['CT_787']
['TC_RS01890']	['CPn0406']	['CTL0359']	['CT_104']
['TC_RS00035']	['CPn0739']	['CTL0006']	['CT_638']
['TC_RS03525']	['CPnt15']	['CTL_t29']	['CT_t15']
['TC_RS01260']	['CPn1019']	['CTL0235', 'CTL0640']	['CT_860', 'CT_384']
['TC_RS01070']	['CPn0982']	['CTL0197']	['CT_825']
['TC_RS01995']	['CPn0247']	['CTL0380']	['CT_125']
['TC_RS01415']	['CPn0101']	['CTL0267']	['CT_012']
['TC_RS01620']	['CPn0379']	['CTL0309']	['CT_053']
['TC_RS00975']	['CPn0957']	['CTL0175']	['CT_806']
['TC_RS01670']	['CPn0362']	['CTL0317']	['CT_061']
['TC_RS01860']	['CPn0315']	['CTL0353']	['CT_098']
['TC_RS02845']	['CPn0062']	['CTL0541']	['CT_289']
['TC_RS02950']	['CPn0087']	['CTL0561']	['CT_309']
['TC_RS00315']	['CPn0689']	['CTL0056']	['CT_687']
['TC_RS02925']	['CPn0092']	['CTL0556']	['CT_304']
['TC_RS00365']	['CPn0837']	['CTL0066']	['CT_697']
['TC_RS02110']	['CPn0149']	['CTL0401']	['CT_146']
['TC_RS03990']	['CPn0618', 'CPn0487']	['CTL0761']	['CT_499']
['TC_RS04410']	['CPn0807']	['CTL0843']	['CT_580']
['TC_RS02830']	['CPn0437']	['CTL0538']	['CT_286']
['TC_RS01545']	['CPn1038']	['CTL0293']	['CT_038']
['TC_RS04080']	['CPn0635']	['CTL0778']	['CT_516']
['TC_RS04555']	['CPn0773']	['CTL0871']	['CT_607']
['TC_RS03385']	['CPn0490']	['CTL0643']	['CT_387']
['TC_RS00005']	['CPn0744']	['CTL0001']	['CT_633']
['TC_RS01685']	['CPn0359']	['CTL0320']	['CT_064']
['TC_RS04500']	['CPn0783']	['CTL0861A']	['CT_598']
['TC_RS01610']	['CPn0925', 'CPn0285']	['CTL0307', 'CTL0148']	['CT_051', 'CT_779']
['TC_RS01740']	['CPn0342']	['CTL0329']	['CT_073']
['TC_RS02410']	['CPnt05']	['CTL_t23']	['CT_t08']
['TC_RS04685']	['CPnt29']	['CTL_t25']	['CT_t24']
['TC_RS00450']	['CPn0853']	['CTL0081']	['CT_712']
['TC_RS02455']	['CPn0281']	['CTL0467']	['CT_215']
['TC_RS00855']	['CPn0932']	['CTL0151']	['CT_782']
['TC_RS03800']	['CPnt17']	['CTL_t16']	['CT_t17']
['TC_RS03300']	['CPn1033']	['CTL0626']	['CT_372']
['TC_RS02850']	['CPn0061', 'CPn0505']	['CTL0542']	['CT_290']
['TC_RS00050']	['CPn0736']	['CTL0009']	['CT_641']
['TC_RS04405']	['CPn0808']	['CTL0842']	['CT_579']
['TC_RS01595']	['CPn0382']	['CTL0304']	['CT_048']
['TC_RS00880']	['CPn0938']	['CTL0156']	['CT_788']
['TC_RS02740']	['CPn0418']	['CTL0521']	['CT_269']
['TC_RS02085']	['CPnt09']	['CTL_t35']	['CT_t04']
['TC_RS01075']	['CPn0983']	['CTL0198']	['CT_826']
['TC_RS04035']	['CPn0626']	['CTL0769']	['CT_507']
['TC_RS02700']	['CPn0410']	['CTL0513']	['CT_261']
['TC_RS01115']	['CPn0991']	['CTL0206']	['CT_834']
['TC_RS02080']	['CPnt10']	['CTL_t32']	['CT_t03']
['TC_RS01190']	['CPn1005']	['CTL0220']	['CT_848']
['TC_RS02825']	['CPn0436']	['CTL0537']	['CT_285']
['TC_RS03980']	['CPn0616']	['CTL0759']	['CT_497']
['TC_RS04425']	['CPn0804']	['CTL0846']	['CT_583']
['TC_RS00490']	['CPn0861']	['CTL0089']	['CT_720']
['TC_RS00895']	['CPn0941']	['CTL0160']	['CT_792']
['TC_RS00585']	['CPn0880']	['CTL0108']	['CT_739']
['TC_RS02305']	['CPn0273']	['CTL0440']	['CT_188']
['TC_RS01450']	['CPn0109']	['CTL0274']	['CT_019']
['TC_RS02970']	['CPn0083']	['CTL0565']	['CT_313']
['TC_RS04275']	['CPn0674']	['CTL0815']	['CT_553']
['TC_RS00530']	['CPn0869']	['CTL0097']	['CT_728']
['TC_RS03975']	['CPnt20']	['CTL_t30']	['CT_t20']
['TC_RS03965']	['CPn0614']	['CTL0756']	['CT_495']
['TC_RS01510']	['CPn0121']	['CTL0286']	['CT_031']
['TC_RS02630']	['CPn0306']	['CTL0499']	['CT_247']
['TC_RS00695']	['CPn0894']	['CTL0120']	['CT_751']
['TC_RS04660']	['CPn0734']	['CTL0891']	['CT_627']
['TC_RS01570']	['CPn0387']	['CTL0299']	['CT_043']
['TC_RS01390']	['CPn0441']	['CTL0262']	['CT_007']
['TC_RS01815']	['CPn0324']	['CTL0344']	['CT_089']
['TC_RS01920']	['CPn0134']	['CTL0365']	['CT_110']
['TC_RS04075']	['CPn0634']	['CTL0777']	['CT_515']
['TC_RS00995']	['CPn0962']	['CTL0182']	['CT_811']
['TC_RS04205']	['CPn0660']	['CTL0802']	['CT_540']
['TC_RS01795']	['CPn0328']	['CTL0340']	['CT_085']
['TC_RS03180']	['CPn0022']	['CTL0603']	['CT_349']
['TC_RS02660']	['CPn0399']	['CTL0505']	['CT_253']
['TC_RS00845']	['CPn0926']	['CTL0149']	['CT_780']
['TC_RS00865']	['CPn0934']	['CTL0153']	['CT_784']
['TC_RS03085']	['CPn1060']	['CTL0585']	['CT_331']
['TC_RS04185']	['CPn0657']	['CTL0799']	['CT_537']
['TC_RS03820']	['CPnt18']	['CTL_t04']	['CT_t18']
['TC_RS02405']	['CPnt06']	['CTL_t22']	['CT_t07']
['TC_RS01230']	['CPn1013']	['CTL0228']	['CT_855']
['TC_RS03460']	['CPn0529']	['CTL0659']	['CT_402']
['TC_RS03890']	['CPn0599']	['CTL0741']	['CT_480']
['TC_RS00735']	['CPn0901']	['CTL0127']	['CT_758']
['TC_RS03320']	['CPn1028']	['CTL0630']	['CT_376']
['TC_RS03855']	['CPn0592']	[]	[]
['TC_RS02460']	['CPn0282']	['CTL0468']	['CT_216']
['TC_RS00950']	['CPn0952']	['CTL0171']	['CT_802']
['TC_RS00560']	['CPn0875']	['CTL0103']	['CT_734']
['TC_RS03705']	['CPn0563']	['CTL0707']	['CT_447']
['TC_RS02485']	['CPn0264']	['CTL0472']	['CT_220']
['TC_RS02125']	['CPn0152']	['CTL0404']	['CT_149']
['TC_RS00410']	['CPn0846']	['CTL0074']	['CT_705']
['TC_RS00300']	['CPn0692']	['CTL0053']	['CT_684']
['TC_RS01055']	['CPn0974']	['CTL0194']	['CT_822']
['TC_RS03615']	['CPn0520']	['CTL0690']	['CT_431']
['TC_RS00540']	['CPn0871']	['CTL0099']	['CT_730']
['TC_RS02065']	['CPn0197']	['CTL0394']	['CT_139']
['TC_RS00075']	['CPn0767']	['CTL0013']	['CT_645']
['TC_RS04400']	['CPn0809']	['CTL0841']	['CT_578']
['TC_RS01395']	['CPn1068']	['CTL0263']	['CT_008']
['TC_RS00090']	['CPn0764']	['CTL0016']	['CT_648']
['TC_RS03840']	['CPnt19']	['CTL_t18']	['CT_t19']
['TC_RS00925']	['CPn0948']	['CTL0167']	['CT_798']
['TC_RS03420']	['CPn0501']	['CTL0650']	['CT_394']
['TC_RS03205']	['CPn1059']	['CTL0608']	['CT_354']
['TC_RS01195']	['CPn1006']	['CTL0221']	['CT_849']
['TC_RS04135']	['CPn0646']	['CTL0789']	['CT_527']
['TC_RS02695']	['CPn0409']	['CTL0512']	['CT_260']
['TC_RS03945']	['CPn0610']	['CTL0752']	['CT_491']
['TC_RS02915']	['CPn0094']	['CTL0554']	['CT_302']
['TC_RS04750']	['CPn0935']	['CTL0153A']	['CT_785']
['TC_RS03295']	['CPn1034']	['CTL0625']	['CT_371']
['TC_RS03310']	['CPn1031']	['CTL0628']	['CT_374']
['TC_RS03015']	['CPnt03']	['CTL_t34']	['CT_t11']
['TC_RS02605']	['CPn0301']	['CTL0494']	['CT_242']
['TC_RS00655']	['CPn0890']	['CTL0116']	['CT_747']
['TC_RS00795']	['CPn0916']	['CTL0139']	['CT_770']
['TC_RS02385']	['CPn0207']	['CTL0456']	['CT_204']
['TC_RS04390']	['CPn0811']	['CTL0839']	['CT_576']
['TC_RS04090']	['CPn0637']	['CTL0780']	['CT_518']
['TC_RS00720']	['CPnt33']	['CTL_t08']	['CT_t33']
['TC_RS00565']	['CPn0876']	['CTL0104']	['CT_735']
['TC_RS01555']	['CPn0390']	['CTL0296']	['CT_040']
['TC_RS01480']	['CPn0115']	['CTL0280']	['CT_025']
['TC_RS01575']	['CPn0386']	['CTL0300']	['CT_044']
['TC_RS02715']	['CPn0413']	['CTL0516']	['CT_264']
['TC_RS02280']	['CPn0236']	['CTL0435']	['CT_183']
['TC_RS03580']	['CPn0511']	['CTL0683']	['CT_424']
['TC_RS00025']	['CPnt28']	['CTL_t01']	['CT_t25']
['TC_RS00580']	['CPn0879']	['CTL0107']	['CT_738']
['TC_RS01530']	['CPn0128']	['CTL0290']	['CT_035']
['TC_RS03720']	['CPn0566']	['CTL0710']	['CT_450']
['TC_RS03445']	['CPn0526']	['CTL0656']	['CT_399']
['TC_RS02955']	['CPn0086']	['CTL0562']	['CT_310']
['TC_RS03915']	['CPn0603']	['CTL0746']	['CT_485']
['TC_RS01745']	['CPn0339']	['CTL0330']	['CT_074']
['TC_RS04010']	['CPn0622']	['CTL0765']	['CT_503']
['TC_RS01410']	['CPn0100']	['CTL0266']	['CT_011']
['TC_RS03920']	['CPn0604']	['CTL0747']	['CT_486']
['TC_RS04380']	['CPn0813']	['CTL0837']	['CT_574']
['TC_RS01435']	['CPn0105']	['CTL0271']	['CT_016']
['TC_RS02980']	['CPn0081']	['CTL0567']	['CT_315']
['TC_RS04285']	['CPn0835']	['CTL0818']	['CT_555']
['TC_RS04310']	['CPn0827']	['CTL0823']	['CT_560']
['TC_RS02820']	['CPn0435']	['CTL0536']	['CT_284']
['TC_RS00935']	['CPn0949']	['CTL0168']	['CT_799']
['TC_RS00910']	['CPn0028', 'CPn0945']	['CTL0164']	['CT_795']
['TC_RS00295']	['CPn0693']	['CTL0052']	['CT_683']
['TC_RS00400']	['CPn0844']	['CTL0072']	['CT_703']
['TC_RS02765']	['CPn0422']	['CTL0525']	['CT_273']
['TC_RS01495']	['CPn0118']	['CTL0283']	['CT_028']
['TC_RS01830']	['CPn0321']	['CTL0347']	['CT_092']
['TC_RS03280']	['CPn1037']	['CTL0622']	['CT_368']
['TC_RS01350']	['CPn0279', 'CPn0980']	['CTL0254']	['CT_874']
['TC_RS03635']	['CPn0548']	['CTL0694']	['CT_435']
['TC_RS03285']	['CPn1036']	['CTL0623']	['CT_369']
['TC_RS02720']	['CPn0414']	['CTL0517']	['CT_265']
['TC_RS00830']	['CPn0923']	['CTL0146']	['CT_777']
['TC_RS03960']	['CPn0613']	['CTL0755']	['CT_494']
['TC_RS03500']	['CPn0966']	['CTL0667']	['CT_410']
['TC_RS01110']	['CPn0990']	['CTL0205']	['CT_833']
['TC_RS01840']	['CPn0319']	['CTL0349']	['CT_094']
['TC_RS02100']	['CPn0252', 'CPn0065']	['CTL0399']	['CT_144']
['TC_RS02390']	['CPn0208']	['CTL0457']	['CT_205']
['TC_RS00065']	['CPn0769']	['CTL0011']	['CT_643']
['TC_RS00255']	['CPnt24']	['CTL_t10']	['CT_t29']
['TC_RS01200']	['CPn1007']	['CTL0222']	['CT_849.1']
['TC_RS01905']	['CPn0402']	['CTL0362']	['CT_107']
['TC_RS01590']	['CPn1072', 'CPn0131']	['CTL0303']	['CT_047']
['TC_RS01235']	['CPn1014']	['CTL0231']	['CT_856']
['TC_RS01065']	['CPn0981']	['CTL0196']	['CT_824']
['TC_RS01490']	['CPn0117']	['CTL0282']	['CT_027']
['TC_RS01090']	['CPnt35']	['CTL_t36']	['CT_t35']
['TC_RS02935']	['CPn0090']	['CTL0558']	['CT_306']
['TC_RS00220']	['CPn0704']	['CTL0041']	['CT_672']
['TC_RS03150']	['CPn0030']	['CTL0597']	['CT_343']
['TC_RS01000']	['CPn0963']	['CTL0183']	['CT_812']
['TC_RS04095']	['CPn0638']	['CTL0781']	['CT_519']
['TC_RS00480']	['CPn0859']	['CTL0087']	['CT_718']
['TC_RS00420']	['CPn0848']	['CTL0076']	['CT_707']
['TC_RS03470']	['CPn0531']	['CTL0661']	['CT_404']
['TC_RS02610']	['CPn0302']	['CTL0495']	['CT_243']
['TC_RS03665']	['CPn0555']	['CTL0700']	['CT_441']
['TC_RS00280']	['CPnt23']	['CTL_t11']	['CT_t30']
['TC_RS03140']	['CPn0032']	['CTL0595']	['CT_341']
['TC_RS00545']	['CPn0872']	['CTL0100']	['CT_731']
['TC_RS00360']	['CPn0675']	['CTL0065']	['CT_696']
['TC_RS00800']	['CPn0917']	['CTL0140']	['CT_771']
['TC_RS04020']	['CPn0623']	['CTL0766']	['CT_504']
['TC_RS01720']	['CPn0347']	['CTL0325']	['CT_069']
['TC_RS00630']	['CPn0885']	['CTL0111']	['CT_742']
['TC_RS00040']	['CPn0738']	['CTL0007']	['CT_639']
['TC_RS01220']	['CPn1011']	['CTL0226']	['CT_853']
['TC_RS00470']	['CPn0857']	['CTL0085']	['CT_716']
['TC_RS03545']	['CPn0544']	['CTL0675']	['CT_418']
['TC_RS04465']	['CPn0790']	['CTL0854']	['CT_591']
['TC_RS04665']	['CPn0748']	['CTL0892']	['CT_628']
['TC_RS03490']	['CPn0535']	['CTL0665']	['CT_408']
['TC_RS00520']	['CPn0867']	['CTL0095']	['CT_726']
['TC_RS03530']	['CPn0541']	['CTL0672']	['CT_415']
['TC_RS04625']	['CPn0726']	['CTL0884', 'CTL0885']	['CT_620', 'CT_621']
['TC_RS00190']	['CPn0710']	['CTL0035']	['CT_666']
['TC_RS04570']	['CPn0761']	['CTL0874']	['CT_610']
['TC_RS00270']	['CPn0697']	['CTL0048']	['CT_679']
['TC_RS04460']	['CPn0791']	['CTL0853']	['CT_590']
['TC_RS03780']	['CPn1040', 'CPn0579']	['CTL0722']	['CT_462']
['TC_RS03395']	['CPn0491']	['CTL0645']	['CT_389']
['TC_RS03155']	['CPn0027']	['CTL0598']	['CT_344']
['TC_RS00165']	['CPn0715']	['CTL0030']	['CT_661']
['TC_RS00980']	['CPn0958']	['CTL0176']	['CT_807']
['TC_RS01175']	['CPn1002']	['CTL0217']	['CT_845']
['TC_RS01880']	['CPn0408']	['CTL0357']	['CT_102']
['TC_RS03830']	['CPn0589']	['CTL0730']	['CT_470']
['TC_RS03165']	['CPn0025']	['CTL0600']	['CT_346']
['TC_RS03210']	['CPn1058']	['CTL0609']	['CT_355']
['TC_RS04520']	['CPn0779']	['CTL0865']	['CT_602']
['TC_RS03775']	['CPn0578']	['CTL0721']	['CT_461']
['TC_RS03135']	['CPn0033']	['CTL0594']	['CT_340']
['TC_RS00555']	['CPn0874']	['CTL0102']	['CT_733']
['TC_RS00650']	['CPn0889']	['CTL0115']	['CT_746']
['TC_RS01805']	['CPn0326']	['CTL0342']	['CT_087']
['TC_RS02490']	['CPn0263']	['CTL0473']	['CT_221']
['TC_RS00230']	['CPn0702']	['CTL0043']	['CT_674']
['TC_RS03040']	['CPn0071']	['CTL0577']	['CT_325']
['TC_RS02345']	['CPn0214']	[]	[]
['TC_RS03700']	['CPn0561']	['CTL0706']	['CT_446']
['TC_RS03175']	['CPn0023']	['CTL0602']	['CT_348']
['TC_RS03340']	['CPn0479']	['CTL0635']	['CT_380']
['TC_RS01485']	['CPn0116']	['CTL0281']	['CT_026']
['TC_RS02945']	['CPn0088']	['CTL0560']	['CT_308']
['TC_RS04445']	['CPn0800']	['CTL0850']	['CT_587']
['TC_RS01440']	['CPn0104']	['CTL0272']	['CT_017']
['TC_RS00820']	['CPn0921']	['CTL0144']	['CT_775']
['TC_RS02585']	['CPn0297']	['CTL0490']	['CT_238']
['TC_RS03190']	['CPn0020']	['CTL0605']	['CT_351']
['TC_RS04295']	['CPn0833']	['CTL0820']	['CT_557']
['TC_RS00700']	['CPn0895']	['CTL0121']	['CT_752']
['TC_RS02135']	['CPn0250']	['CTL0405']	['CT_150']
['TC_RS04170']	['CPn0653']	['CTL0796']	['CT_534']
['TC_RS02285']	['CPn0237']	['CTL0436']	['CT_184']
['TC_RS03515']	['CPn0540']	['CTL0670']	['CT_413']
['TC_RS03760']	['CPn0575']	['CTL0718']	['CT_458']
['TC_RS04060']	['CPn0631']	['CTL0774']	['CT_512']
['TC_RS01915']	['CPn0133']	['CTL0364']	['CT_109']
['TC_RS00070']	['CPn0768']	['CTL0012']	['CT_644']
['TC_RS00625']	['CPn0884']	['CTL0110']	['CT_741']
['TC_RS02255']	['CPn0231']	['CTL0432']	['CT_180']
['TC_RS02330']	['CPn0219']	['CTL0445']	['CT_193']
['TC_RS00780']	['CPn0911']	['CTL0136']	['CT_767']
['TC_RS03145']	['CPn0031']	['CTL0596']	['CT_342']
['TC_RS02590']	['CPn0298']	['CTL0491']	['CT_239']
['TC_RS00210']	['CPn0706']	['CTL0039']	['CT_670']
['TC_RS03025']	['CPnt02']	['CTL_t33']	['CT_t12']
['TC_RS01280']	['CPnt37']	['CTL_t15']	['CT_t37']
['TC_RS04305']	['CPn0828']	['CTL0822']	['CT_559']
['TC_RS02865']	['CPn0058']	['CTL0545']	['CT_293']
['TC_RS02545']	['CPn0289']	['CTL0482']	['CT_230']
['TC_RS00030']	['CPn0740']	['CTL0005']	['CT_637']
['TC_RS00640']	['CPn0519', 'CPn0887']	['CTL0113', 'CTL0689']	['CT_744', 'CT_430']
['TC_RS02115']	['CPn0648']	['CTL0402', 'CTL0791']	['CT_147', 'CT_529']
['TC_RS00575']	['CPn0878']	['CTL0106']	['CT_737']
['TC_RS04650']	['CPn0732']	['CTL0889']	['CT_625']
['TC_RS03620']	['CPn0521']	['CTL0691']	['CT_432']
['TC_RS04250']	['CPn0669']	['CTL0810']	['CT_548']
['TC_RS02370']	['CPn0201']	['CTL0453']	['CT_201']
['TC_RS01615']	['CPn0380']	['CTL0308']	['CT_052']
['TC_RS03790']	['CPn0581']	['CTL0724']	['CT_464']
['TC_RS01870']	['CPn0313']	['CTL0355']	['CT_100']
['TC_RS04575']	['CPn0760']	['CTL0875']	['CT_611']
['TC_RS01980']	['CPn0184']	['CTL0377']	['CT_122']
['TC_RS00445']	['CPn0852']	['CTL0080']	['CT_711']
['TC_RS00500']	['CPn0863']	['CTL0091']	['CT_722']
['TC_RS01850']	['CPn0317']	['CTL0351']	['CT_096']
['TC_RS04815']	['CPn0508']	['CTL0680']	['CT_421.2']
['TC_RS00225']	['CPn0703']	['CTL0042']	['CT_673']
['TC_RS02995']	['CPn0078']	['CTL0570']	['CT_318']
['TC_RS01930']	['CPn0136']	['CTL0367']	['CT_112']
['TC_RS00815']	['CPn0920']	['CTL0143']	['CT_774']
['TC_RS01255']	['CPn1017']	['CTL0234']	['CT_859']
['TC_RS04165']	['CPn0652']	['CTL0795']	['CT_533']
['TC_RS01565']	['CPn0388']	['CTL0298']	['CT_042']
['TC_RS03680']	['CPn0557']	['CTL0702']	['CT_443']
['TC_RS04370']	['CPn0815']	['CTL0835']	['CT_572']
['TC_RS04325']	['CPn0824']	['CTL0826']	['CT_563']
['TC_RS01865']	['CPn0314']	['CTL0354']	['CT_099']
['TC_RS03365']	['CPn0927']	['CTL0640']	['CT_384']
['TC_RS02090']	['CPn0255']	['CTL0397']	['CT_142']
['TC_RS01900']	['CPn0403']	['CTL0361']	['CT_106']
['TC_RS02140']	['CPn0249']	['CTL0406']	['CT_151']
['TC_RS02500']	['CPnt11']	['CTL_t37']	['CT_t10']
['TC_RS04245']	['CPn0668']	['CTL0809']	['CT_547']
['TC_RS03505']	['CPn0965']	['CTL0668']	['CT_411']
['TC_RS00805']	['CPn0918']	['CTL0141']	['CT_772']
['TC_RS02755']	['CPn0420']	['CTL0523', 'CTL0895']	['CT_271', 'CT_631']
['TC_RS04070']	['CPn0633']	['CTL0776']	['CT_514']
['TC_RS02300']	[]	['CTL0439']	['CT_187']
['TC_RS04590']	['CPn0757']	['CTL0878']	['CT_614']
['TC_RS02185']	['CPn0267']	['CTL0421']	['CT_166', 'CT_168']
['TC_RS03875']	[]	['CTL0738']	['CT_477']
['TC_RS01500']	['CPn0119']	['CTL0284']	['CT_029']
['TC_RS01780']	['CPn0331']	['CTL0338']	['CT_082']
['TC_RS03685']	[]	['CTL0703']	['CT_444']
['TC_RS04395']	[]	['CTL0840']	['CT_577']
['TC_RS01600']	[]	['CTL0305']	['CT_049']
['TC_RS01835']	['CPn0320']	['CTL0348']	['CT_093']
['TC_RS04755']	[]	['CTL0157']	['CT_789']
['TC_RS00145']	[]	['CTL0026']	['CT_657']
['TC_RS00355']	['CPn0256']	['CTL0064']	['CT_695']
['TC_RS00760']	['CPn0906']	['CTL0132']	['CT_763']
['TC_RS02475']	[]	['CTL0470']	['CT_218']
['TC_RS01045']	['CPn0972']	['CTL0192']	['CT_820']
['TC_RS02895']	[]	['CTL0551']	['CT_299']
['TC_RS01955']	[]	['CTL0372']	['CT_117']
['TC_RS00570']	['CPn0877']	['CTL0105']	['CT_736']
['TC_RS01015']	[]	['CTL0186']	['CT_814.1']
['TC_RS00905']	[]	['CTL0163']	['CT_794.1']
['TC_RS01315']	['CPn0539']	['CTL0247']	['CT_868']
['TC_RS00990']	[]	['CTL0178']	['CT_809']
['TC_RS01285']	['CPn1023']	['CTL0238b']	[]
['TC_RS02055']	[]	['CTL0392']	['CT_137']
['TC_RS00140']	['CPn0717']	['CTL0025']	['CT_656']
['TC_RS03060']	[]	['CTL0581']	['CT_327']
['TC_RS01535']	['CPn0178']	['CTL0291']	['CT_036']
['TC_RS00485']	['CPn0860']	['CTL0088']	['CT_719']
['TC_RS03940']	[]	['CTL0751']	['CT_490']
['TC_RS00115']	['CPn0063']	['CTL0021']	['CT_652.1']
['TC_RS00840']	[]	['CTL0148']	['CT_779']
['TC_RS04805']	[]	['CTL0484']	['CT_232']
['TC_RS02640']	[]	['CTL0500A']	['CT_249']
['TC_RS02340']	[]	['CTL0447']	['CT_195']
['TC_RS02445']	[]	['CTL0466']	['CT_214']
['TC_RS04635']	['CPn0728']	['CTL0886']	['CT_622']
['TC_RS00245']	['CPn0700']	['CTL0045']	['CT_676']
['TC_RS04825']	[]	['CTL0758']	['CT_496.1']
['TC_RS03325']	[]	['CTL0631']	['CT_377']
['TC_RS04270']	['CPn0180']	['CTL0814']	['CT_552']
['TC_RS01770']	[]	['CTL0335']	['CT_079']
['TC_RS03410']	[]	['CTL0648']	['CT_392']
['TC_RS03035']	[]	['CTL0576']	['CT_324']
['TC_RS01035']	[]	['CTL0190']	['CT_818']
['TC_RS03045']	[]	['CTL0578']	['CT_326']
['TC_RS00960']	[]	['CTL0173']	['CT_804']
['TC_RS03905']	[]	['CTL0744']	['CT_483']
['TC_RS03290']	[]	['CTL0624']	['CT_370']
['TC_RS02535']	[]	['CTL0480']	['CT_228']
['TC_RS02670']	[]	['CTL0507']	['CT_255']
['TC_RS02855']	['CPn0060']	['CTL0543']	['CT_291']
['TC_RS02045']	[]	['CTL0390']	['CT_135']
['TC_RS01105']	['CPn0989']	['CTL0204']	['CT_832']
['TC_RS00940']	[]	['CTL0169']	['CT_800']
['TC_RS02250']	[]	['CTL0431']	['CT_179']
['TC_RS02615']	[]	['CTL0496']	['CT_244']
['TC_RS04255']	['CPn0670']	['CTL0811']	['CT_549']
['TC_RS02880']	[]	['CTL0548']	['CT_296']
['TC_RS03520']	[]	['CTL0671']	['CT_414']
['TC_RS04615']	[]	['CTL0882']	['CT_618']
['TC_RS02010']	['CPn0244']	['CTL0383']	['CT_128']
['TC_RS00095']	[]	['CTL0017']	['CT_649']
['TC_RS03355']	[]	['CTL0638']	['CT_382.1']
['TC_RS03240']	[]	['CTL0614']	['CT_360']
['TC_RS03690']	[]	['CTL0704']	['CT_444.1']
['TC_RS03160']	[]	['CTL0599']	['CT_345']
['TC_RS01355']	[]	['CTL0255']	['CT_875']
['TC_RS00495']	['CPn0862']	['CTL0090']	['CT_721']
['TC_RS03245']	[]	['CTL0615']	['CT_361']
['TC_RS02320']	['CPn0276']	['CTL0443']	['CT_191']
['TC_RS02510']	['CPn0585']	['CTL0476']	['CT_223']
['TC_RS02275']	['CPn0235']	['CTL0434']	['CT_182']
['TC_RS03600']	[]	['CTL0687']	['CT_428']
['TC_RS01345']	[]	['CTL0252']	['CT_873']
['TC_RS04795']	[]	['CTL0360']	['CT_105']
['TC_RS02095']	['CPn0254', 'CPn0516']	['CTL0398']	['CT_143']
['TC_RS00125']	[]	['CTL0023']	['CT_654']
